,Name,Platform,Max_Players,Genre,Publisher,Review_Score,US_Sales,Used_Price,Age_Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,US.Sales..millions.,Year,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Multiplatform,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform.1,Isometric,SideScrolling,TopDown,ThirdPerson,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
376,Madden NFL 08,Wii,4,Sports,Electronic Arts,76,0.86,12.95,E,106,176.25,17,3,35.75,0.86,2007,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,0,0,0.07,0.87,76,29,6.8,27,EA Tiburon
377,Madden NFL 08,X360,4,Sports,Electronic Arts,85,2.32,9.95,E,106,176.25,17,3,35.75,2.32,2007,1,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.18,0.01,0,0.18,2.37,85,46,6.4,108,EA Tiburon
378,Madden NFL 09,PS3,4,Sports,Electronic Arts,85,1.66,14.95,E,15.88333333,22.6,14.51666667,4,9.85,1.66,2008,1,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.56,0.14,0,0.18,1.88,85,38,4.4,132,EA Tiburon
379,Madden NFL 09,PSP,4,Sports,Electronic Arts,68,0.68,14.95,E,15.88333333,22.6,14.51666667,4,9.85,0.68,2008,1,0,4,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0,0,0.06,0.71,68,8,6.5,4,EA Tiburon
380,Madden NFL 09,X360,4,Sports,Electronic Arts,83,2.33,14.95,E,15.88333333,22.6,14.51666667,4,9.85,2.33,2008,1,0,3,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.21,0.12,0,0.2,2.53,83,50,7,125,EA Tiburon
381,Magnetica,DS,1,Puzzle,Nintendo,68,0.09,17.95,E,9.933333333,9.933333333,9.933333333,1,9.933333333,0.09,2006,0,0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,0.01,0.03,0.01,0.14,68,33,8.1,11,Mitchell
382,Major League Baseball 2K6,PSP,1,Sports,Unknown,69,0.12,4.95,E,7.65,9.9,8,3,5.4,0.12,2006,1,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11,0,0,0.01,0.12,69,5,NA,NA,Visual Concepts
383,Major League Baseball 2K6,X360,2,Sports,Spike,66,0.37,4.95,E,7.65,9.9,8,3,5.4,0.37,2006,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.34,0,0,0.03,0.37,66,22,3.9,37,Kush Games
384,Manhunt 2,PSP,1,Action,Take-Two Interactive,69,0.04,7.95,M,10.38333333,17.15,9.5,33,6.816666667,0.04,2007,1,0,3,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.17,0,0.09,0.31,69,15,8.1,38,Rockstar London
385,Manhunt 2,Wii,1,Action,Take-Two Interactive,62,0.26,19.95,M,10.38333333,17.15,9.5,33,6.816666667,0.26,2007,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.23,0,0.06,0.53,62,38,7.1,46,Rockstar Toronto
386,Mario & Luigi: Partners in Time,DS,1,Role-Playing,Nintendo,86,0.75,29.95,E,19.66666667,30.31666667,18.65,96,14.38333333,0.75,2005,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.74,0.05,0.43,0.07,1.29,NA,NA,NA,NA,
387,Mario & Sonic at the Olympic Games,DS,1,Sports,Sega,70,1.74,24.95,E,9.233333333,10.05,9,5,8.05,1.74,2008,0,0,4,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.63,2.45,0.44,0.57,5.09,NA,NA,NA,NA,
388,Mario & Sonic at the Olympic Games,Wii,4,Sports,Sega,67,2.74,29.95,E,9.233333333,10.05,9,5,8.05,2.74,2007,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.57,3.86,0.66,0.91,7.99,NA,NA,NA,NA,
389,Mario Hoops 3 on 3,DS,1,Sports,Nintendo,69,1.03,22.95,E,4.25,4.616666667,4.25,2,3.866666667,1.03,2006,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,0.04,0.49,0.09,1.6,69,40,8,37,Square Enix
390,Mario Kart DS,DS,1,Racing,Nintendo,91,9.99,29.95,E,10.41666667,22.36666667,9.083333333,91,5.616666667,9.99,2005,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.71,7.47,4.13,1.9,23.21,91,64,8.6,464,Nintendo
391,Mario Kart Wii,Wii,4,Racing,Nintendo,82,12.39,29.95,E,11.4,30.13333333,9.116666667,108,6.133333333,12.39,2008,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.68,12.76,3.79,3.29,35.52,82,73,8.3,709,Nintendo
392,Mario Party 8,Wii,4,Misc,Nintendo,62,3.84,39.95,E,6.2,9.933333333,5,16,4.3,3.84,2007,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.74,2.24,1.58,0.7,8.27,62,41,6.3,190,Hudson
393,Mario Party DS,DS,1,Misc,Nintendo,72,4.34,27.95,E,8.033333333,13.71666667,6.866666667,10,5.216666667,4.34,2007,1,0,3,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.4,1.85,1.98,0.68,8.91,72,27,7.8,85,Hudson Soft
394,Mario Strikers Charged,Wii,4,Sports,Nintendo,79,0.93,29.95,E10+,11.98333333,15.23333333,12,9,8.983333333,0.93,2007,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.05,1.05,0.24,0.24,2.58,79,47,8,124,Next Level Games
395,Mario vs. Donkey Kong 2: March of the Minis,DS,1,Puzzle,Nintendo,76,0.77,27.95,E,5.016666667,6.683333333,4.75,5,3.733333333,0.77,2006,1,0,2,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.73,0.03,0.36,0.07,1.19,76,32,7.9,17,"Nintendo, Nintendo Software Technology"
396,Mass Effect,X360,1,Role-Playing,Microsoft Game Studios,91,1.57,17.95,M,28.06666667,113.2666667,25,2300,16.33333333,1.57,2007,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,BioWare
397,Master of Illusion,DS,1,Puzzle,Nintendo,69,0.14,14.95,E,4.1,4.516666667,4.1,2,3.666666667,0.14,2006,0,0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16,0,0.26,0.01,0.43,69,20,NA,NA,Tenyo
398,MechAssault: Phantom War,DS,1,Simulation,Majesco Entertainment,66,0.03,12.95,T,7.5,8.116666667,7,3,6.866666667,0.03,2006,1,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0.03,66,16,4.5,4,Backbone Entertainment
399,Medal of Honor: Airborne,X360,2,Shooter,Electronic Arts,73,0.45,17.95,T,6.383333333,9.1,6,81,4.233333333,0.45,2007,1,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,Electronic Arts
400,Medal of Honor: Vanguard,Wii,1,Shooter,Electronic Arts,56,0.05,17.95,T,3.55,4.283333333,3.633333333,7,2.883333333,0.05,2007,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0.03,0,0.01,0.09,56,29,7,24,BudCat
