,X,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
3188,42707,/games/boxart/full_1875218AmericaFrontccc.jpg,Robotech: Battlecry,GC,Shooter,TDK Mediactive,Vicious Cycle,NA,7.2,NA,NA,0.16,0.13,NA,0.03,0,10/11/2002,
3189,42710,/games/boxart/7175980ccc.jpg,Fracture,PS3,Shooter,LucasArts,Day 1 Studios,NA,4,NA,NA,0.16,0.11,NA,0.04,0.02,10/7/2008,
3190,42712,/games/boxart/full_bulletstorm_769AmericaFront.jpg,Bulletstorm,PC,Shooter,Electronic Arts,People Can Fly,NA,8.7,NA,NA,0.16,0.07,NA,0.08,0.02,2/22/2011,
3191,42715,/games/boxart/9941629ccc.jpg,Asteroids Hyper 64,N64,Shooter,Crave Entertainment,Syrox Developments,NA,5.6,NA,NA,0.16,0.13,NA,0.03,0,12/14/1999,
3192,42726,/games/boxart/full_3573931AmericaFrontccc.jpg,Wolfenstein: The Old Blood,XOne,Shooter,Bethesda Softworks,MachineGames,NA,8,NA,NA,0.15,0.07,NA,0.07,0.01,5/5/2015,4/21/2018
3193,42729,/games/boxart/full_7255916AmericaFrontccc.jpg,Infected,PSP,Shooter,Majesco,Planet Moon Studios,NA,7.3,NA,NA,0.15,0.14,NA,0,0.01,11/15/2005,
3194,42734,/games/boxart/full_4384647AmericaFrontccc.jpg,Project Sylpheed: Arc of Deception,X360,Shooter,Microsoft,Game Arts / Seta Corporation,NA,6.7,NA,NA,0.15,0.12,0.02,0.01,0.01,7/10/2007,
3195,42738,/games/boxart/full_7743268AmericaFrontccc.jpg,Space Invaders Extreme,DS,Shooter,Square Enix,Taito Corporation,8.6,8.3,NA,NA,0.15,0.12,0.01,0.01,0.01,6/17/2008,
3196,42757,/games/boxart/5194201ccc.gif,Doom,GBA,Shooter,Activision,David A. Palmer Productions,NA,8.3,NA,NA,0.14,0.1,NA,0.04,0,10/28/2001,
3197,42766,/games/boxart/4734439ccc.jpg,The Operative: No One Lives Forever,PS2,Shooter,Sierra Entertainment,Monolith Productions,NA,6.8,NA,NA,0.14,0.07,NA,0.05,0.02,4/16/2002,
3198,42769,/games/boxart/4802197ccc.jpg,The Orange Box,PC,Shooter,Electronic Arts,Valve Software,NA,9.7,NA,NA,0.14,NA,NA,0.11,0.02,10/10/2007,
3199,42776,/games/boxart/2693218ccc.gif,Vampire Night,PS2,Shooter,Namco,Wow Entertainment,NA,6.4,NA,NA,0.14,0.07,NA,0.05,0.02,11/14/2001,
3200,42777,/games/boxart/189231ccc.jpg,Metal Slug 7,DS,Shooter,Ignition Entertainment,SNK Playmore Corporation,NA,6.9,NA,NA,0.14,0.12,0.01,0,0.01,11/18/2008,
3201,42778,/games/boxart/full_5511775AmericaFrontccc.jpg,Rogue Warrior,PS3,Shooter,Bethesda Softworks,Rebellion Developments,NA,2.5,NA,NA,0.13,0.11,NA,0.02,0.01,12/1/2009,
3202,42780,/games/boxart/full_6290323AmericaFrontccc.jpg,James Bond 007: Nightfire,GBA,Shooter,Electronic Arts,JV Games,NA,7.2,NA,NA,0.13,0.1,NA,0.04,0,3/17/2003,
3203,42781,/games/boxart/full_red-orchestra-2-heroes-of-stalingrad_541AmericaFront.jpg,Red Orchestra 2: Heroes of Stalingrad,PC,Shooter,Tripwire Interactive,Tripwire Interactive,NA,7.7,NA,NA,0.13,0.04,NA,0.07,0.02,9/13/2011,
3204,42784,/games/boxart/full_589771AmericaFrontccc.jpg,Legendary,PS3,Shooter,Gamecock,Spark Unlimited,NA,4,NA,NA,0.13,0.08,NA,0.03,0.02,10/31/2008,
3205,42790,/games/boxart/9841211ccc.jpg,Dead to Rights: Reckoning,PSP,Shooter,Namco,Rebellion Developments,NA,5.2,NA,NA,0.13,0.12,NA,NA,0.01,6/28/2005,
3206,42797,/games/boxart/1878126ccc.jpg,The House of the Dead,SAT,Shooter,Sega,Tantalus Interactive,NA,7.5,NA,NA,0.13,NA,0.13,NA,0,3/31/1998,
3207,42798,/games/boxart/full_2293779AmericaFrontccc.jpg,Eat Lead: The Return of Matt Hazard,PS3,Shooter,D3 Publisher,Vicious Cycle,NA,5.3,NA,NA,0.13,0.09,0,0.02,0.01,2/26/2009,
3208,42799,/games/boxart/full_6434803AmericaFrontccc.jpg,Iridion II,GBA,Shooter,Majesco,Shin'en GmbH,NA,7.9,NA,NA,0.13,0.09,NA,0.03,0,5/29/2003,
3209,42814,/games/boxart/full_6575AmericaFrontccc.jpg,Brothers in Arms: Double Time,Wii,Shooter,Ubisoft,Gearbox Software,3.2,4.6,NA,NA,0.13,0.11,NA,0,0.01,9/23/2008,
3210,42815,/games/boxart/2289095ccc.jpg,Freedom Fighters,GC,Shooter,Electronic Arts,IO Interactive,NA,8.8,NA,NA,0.13,0.1,NA,0.03,0,10/1/2003,
3211,42818,/games/boxart/full_7328455AmericaFrontccc.jpg,Eat Lead: The Return of Matt Hazard,X360,Shooter,D3 Publisher,Vicious Cycle,NA,5.5,NA,NA,0.12,0.1,0,0.01,0.01,2/26/2009,
3212,42820,/games/boxart/7041521ccc.jpg,Classic NES Series: Xevious,GBA,Shooter,Nintendo,Nintendo,NA,6.4,NA,NA,0.12,NA,0.12,NA,NA,6/2/2004,
3213,42825,/games/boxart/6172866ccc.gif,Red Faction II,XB,Shooter,THQ,Outrage Games,NA,7.9,NA,NA,0.12,0.09,NA,0.03,0,3/31/2003,
3214,42826,/games/boxart/full_conduit-2_211PALFront.jpg,Conduit 2,Wii,Shooter,Sega,High Voltage Software,NA,6.3,NA,NA,0.12,0.07,NA,0.04,0.01,4/19/2011,
3215,42827,/games/boxart/4608305ccc.jpg,Geometry Wars: Galaxies,Wii,Shooter,Sierra Entertainment,Kuju Entertainment,NA,8,NA,NA,0.12,0.11,NA,0,0.01,11/20/2007,
3216,42838,/games/boxart/full_raiden-iv_84AmericaFront.jpg,Raiden IV,X360,Shooter,UFO Interactive,Moss,NA,7,NA,NA,0.12,0.1,0.01,NA,0.01,9/8/2009,
3217,42839,/games/boxart/full_1969050AmericaFrontccc.png,Payday 2,NS,Shooter,505 Games,Overkill Software,NA,5,NA,NA,0.12,0.08,NA,0.02,0.01,2/27/2018,1/8/2018
3218,42843,/games/boxart/full_call-of-juarez-the-cartel_729AmericaFront.jpg,Call of Juarez: The Cartel,PC,Shooter,Ubisoft,Techland,NA,4.5,NA,NA,0.12,0.05,NA,0.05,0.01,9/13/2011,
3219,42854,/games/boxart/full_2871848AmericaFrontccc.jpg,Dementium II,DS,Shooter,SouthPeak Interactive,Renegade Kid,NA,7.5,NA,NA,0.11,0.09,NA,0.02,0.01,5/4/2010,
3220,42858,/games/boxart/full_7678770AmericaFrontccc.jpg,Deus Ex: Human Revolution,WiiU,Shooter,Square Enix,Eidos Interactive,NA,8.6,NA,NA,0.11,0.05,NA,0.05,0.01,10/22/2013,3/16/2018
3221,42860,/games/boxart/919994ccc.jpg,BloodRayne,GC,Shooter,Majesco,Terminal Reality,NA,7.9,NA,NA,0.11,0.09,NA,0.02,0,10/15/2002,
3222,42863,/games/boxart/full_bodycount_171AmericaFront.jpg,Bodycount,PS3,Shooter,Codemasters,Guildford Studio,NA,4.9,NA,NA,0.11,0.05,NA,0.05,0.02,8/30/2011,
3223,42864,/games/boxart/1030044ccc.jpg,Contra Advance: The Alien Wars EX,GBA,Shooter,Konami,Konami,NA,6.7,NA,NA,0.11,0.08,NA,0.03,0,11/3/2002,
3224,42868,/games/boxart/9879964ccc.jpg,Bionicle Heroes,GC,Shooter,Eidos Interactive,Traveller's Tales,NA,5.4,NA,NA,0.11,0.08,NA,0.02,0,11/14/2006,
3225,42869,/games/boxart/full_7812889AmericaFrontccc.jpg,Wolfenstein II: The New Colossus,NS,Shooter,Bethesda Softworks,MachineGames,NA,8.3,NA,NA,0.11,0.05,NA,0.05,0.01,6/29/2018,7/28/2018
3226,42872,/games/boxart/full_bodycount_38AmericaFront.jpg,Bodycount,X360,Shooter,Codemasters,Guildford Studio,5.5,4.8,NA,NA,0.11,0.07,NA,0.03,0.01,8/30/2011,
3227,42882,/games/boxart/full_rogue-warrior_410AmericaFront.jpg,Rogue Warrior,X360,Shooter,Bethesda Softworks,Rebellion Developments,NA,3,NA,NA,0.11,0.09,NA,0.01,0.01,12/1/2009,
3228,42887,/games/boxart/6043701ccc.jpg,Disney's Chicken Little: Ace In Action,Wii,Shooter,Buena Vista,Avalanche Software,NA,7.6,NA,NA,0.1,0.09,NA,0,0.01,12/11/2006,
3229,42904,/games/boxart/7784606ccc.jpg,Bullet Witch,X360,Shooter,Atari,Cavia Inc.,NA,6.6,NA,NA,0.1,0.07,0.02,0.01,0.01,2/27/2007,
3230,42915,/games/boxart/full_218869AmericaFrontccc.jpg,Darkest of Days,X360,Shooter,Phantom EFX,8MonkeyLabs,NA,4.6,NA,NA,0.1,0.09,NA,NA,0.01,9/8/2009,
3231,42916,/games/boxart/9906673ccc.jpg,Ballistic: Ecks vs. Sever,GBA,Shooter,BAM! Entertainment,Crawfish Interactive,NA,7.3,NA,NA,0.1,0.07,NA,0.03,0,9/14/2002,
3232,42917,/games/boxart/5391661ccc.jpg,"Blast Works: Build, Trade, Destroy",Wii,Shooter,Majesco,BudCat Creations,NA,8.2,NA,NA,0.1,0.09,NA,0,0.01,6/11/2008,
3233,42920,/games/boxart/full_mindjack_764AmericaFront.jpg,MindJack,X360,Shooter,Square Enix,FeelPlus,NA,4.5,NA,NA,0.1,0.07,NA,0.02,0.01,1/18/2011,
3234,42921,/games/boxart/full_556780AmericaFrontccc.jpg,F.E.A.R. 2: Project Origin,PC,Shooter,Warner Bros. Interactive,Monolith Productions,NA,8.2,8.5,NA,0.09,0.04,NA,0.05,0.01,2/10/2009,
3235,42926,/games/boxart/full_5813557AmericaFrontccc.jpg,Space Invaders Extreme,PSP,Shooter,Square Enix,"GULTI co.,ltd.",NA,8.2,NA,NA,0.09,0.06,0.01,0.02,0.01,6/17/2008,
3236,42927,/games/boxart/7874078ccc.jpg,Alien Hominid,GC,Shooter,O3 Entertainment,The Behemoth,NA,8.3,NA,NA,0.09,0.07,NA,0.02,0,11/23/2004,
3237,42928,/games/boxart/1173839ccc.gif,Halo 2,PC,Shooter,Microsoft Game Studios,Hired Gun,NA,6.9,NA,NA,0.09,0.01,NA,0.06,0.01,5/31/2007,
3238,42940,/games/boxart/full_6126220AmericaFrontccc.jpg,Damnation,PS3,Shooter,Codemasters,Blue Omega Entertainment,NA,3.6,NA,NA,0.09,0.07,NA,0.01,0.01,5/26/2009,
3239,42946,/games/boxart/full_9156218AmericaFrontccc.jpg,Ikaruga,GC,Shooter,Atari,"Treasure Co., Ltd.",NA,8,NA,NA,0.09,0.07,NA,0.02,0,4/15/2003,
3240,42953,/games/boxart/full_4564320AmericaFrontccc.jpg,ShellShock 2: Blood Trails,X360,Shooter,Eidos Interactive,Rebellion Developments,NA,3.2,NA,NA,0.09,0.05,NA,0.03,0.01,2/24/2009,
3241,42955,/games/boxart/full_fear-files_925AmericaFront.jpg,F.E.A.R. Files,X360,Shooter,Sierra Entertainment,TimeGate Studios/Day 1 Studios,NA,6.9,NA,NA,0.09,0.07,NA,0.01,0.01,11/6/2007,
3242,42956,/games/boxart/full_1312914AmericaFrontccc.jpg,Codename Tenka,PS,Shooter,Sony Computer Entertainment,Psygnosis,NA,7,NA,NA,0.09,0.05,NA,0.03,0.01,5/31/1997,
3243,42958,/games/boxart/full_nano-assault_669AmericaFront.jpg,Nano Assault,3DS,Shooter,Majesco,Shin'en Multimedia,NA,6,NA,NA,0.08,0.08,NA,NA,0.01,12/1/2011,
3244,42959,/games/boxart/3506537ccc.jpg,America's Army: True Soldiers,X360,Shooter,Ubisoft,Red Storm Entertainment,NA,4.5,NA,NA,0.08,0.08,NA,NA,0.01,11/15/2007,
3245,42962,/games/boxart/full_9190881AmericaFrontccc.jpg,Armorines: Project S.W.A.R.M.,PS,Shooter,Acclaim Entertainment,Probe Entertainment,NA,3.2,NA,NA,0.08,0.05,NA,0.03,0.01,5/3/2000,
3246,42965,/games/boxart/9629022ccc.gif,Gradius Galaxies,GBA,Shooter,Konami,Mobile 21,NA,7.8,NA,NA,0.08,0.06,NA,0.02,0,11/12/2001,
3247,42971,/games/boxart/full_goldeneye-007_0AmericaFront.jpg,GoldenEye 007,DS,Shooter,Activision,n-Space,NA,5.5,NA,NA,0.08,0.08,NA,0,NA,11/2/2010,
3248,42974,/games/boxart/full_563717AmericaFrontccc.jpg,TimeSplitters: Future Perfect,GC,Shooter,Electronic Arts,Free Radical Design,NA,8.4,NA,NA,0.08,0.06,NA,0.02,0,3/21/2005,
3249,42980,/games/boxart/full_1916730AmericaFrontccc.jpg,Earth Defense Force 2017,X360,Shooter,D3 Publisher,Sandlot,NA,7.4,NA,NA,0.08,0.04,0.03,0.01,0,3/20/2007,
3250,42983,/games/boxart/9372957ccc.jpg,P.N.03 - Product Number Three,GC,Shooter,Capcom,Capcom Production Studio 4,NA,6.3,NA,NA,0.08,0.06,NA,0.02,0,9/9/2003,
3251,42986,/games/boxart/4700004ccc.jpg,Bangai-O Spirits,DS,Shooter,D3 Publisher,"Treasure Co., Ltd.",NA,8.4,NA,NA,0.08,0.07,NA,0,0.01,8/12/2008,
3252,42988,/games/boxart/full_5507511AmericaFrontccc.jpg,Infernal: Hell's Vengeance,X360,Shooter,Playlogic Game Factory,Metropolis Software,NA,4.4,NA,NA,0.08,0.06,NA,0.01,0.01,6/30/2009,
3253,42991,/games/boxart/full_2576352AmericaFrontccc.jpg,Conflict: Desert Storm,GC,Shooter,Gotham Games,Pivotal Games,NA,6.3,NA,NA,0.08,0.06,NA,0.02,0,4/22/2003,
3254,42996,/games/boxart/full_9044485AmericaFrontccc.jpg,Rogue Trooper: Quartz Zone Massacre,Wii,Shooter,Graffiti,Rebellion Developments,NA,8,NA,NA,0.07,0.06,NA,0,0.01,11/24/2009,
3255,42999,/games/boxart/full_dream-trigger-3d_232AmericaFront.jpg,Dream Trigger 3D,3DS,Shooter,D3 Publisher,Art Corporation,NA,5.7,NA,NA,0.07,0.04,NA,0.02,0.01,5/10/2011,
3256,43004,/games/boxart/3117853ccc.jpg,Tom Clancy's Ghost Recon 2,GC,Shooter,Ubisoft,Red Storm Entertainment,NA,5.7,NA,NA,0.07,0.06,NA,0.01,0,3/15/2005,
3257,43007,/games/boxart/full_1227975AmericaFrontccc.jpg,Operation Flashpoint: Dragon Rising,PC,Shooter,Codemasters,Codemasters,NA,7.6,NA,NA,0.07,0.03,NA,0.03,0.01,10/6/2009,
3258,43009,/games/boxart/full_2248293AmericaFrontccc.jpg,Damnation,X360,Shooter,Codemasters,Blue Omega Entertainment,NA,3.1,NA,NA,0.07,0.06,NA,0.01,0.01,5/26/2009,
3259,43012,/games/boxart/full_operation-flashpoint-red-river_396AmericaFront.jpg,Operation Flashpoint: Red River,PC,Shooter,Codemasters,Codemasters,NA,7,NA,NA,0.07,0.01,NA,0.04,0.01,6/7/2011,
3260,43017,/games/boxart/1443807ccc.jpg,Bionicle Heroes,X360,Shooter,Eidos Interactive,Traveller's Tales,NA,6.1,NA,NA,0.07,0.05,NA,0.01,0.01,11/15/2006,
3261,43026,/games/boxart/full_1880234AmericaFrontccc.jpg,Gunstar Super Heroes,GBA,Shooter,Sega,"Treasure Co., Ltd.",NA,8,NA,NA,0.07,0.05,NA,0.02,0,10/25/2005,
3262,43027,/games/boxart/full_7654115AmericaFrontccc.jpg,C: The Contra Adventure,PS,Shooter,Konami,Appaloosa Interactive,NA,4.2,NA,NA,0.07,0.04,NA,0.02,0,9/1/1998,
3263,43029,/games/boxart/7478836ccc.jpg,Disney's Chicken Little: Ace In Action,DS,Shooter,Buena Vista,Avalanche Software,NA,6,NA,NA,0.06,0.06,NA,0,0,11/9/2006,
3264,43040,/games/boxart/1902105ccc.jpg,Bionicle Heroes,DS,Shooter,Eidos Interactive,Amaze Entertainment,NA,7.8,NA,NA,0.06,0.06,NA,0,0,11/14/2006,
3265,43042,/games/boxart/6536152ccc.jpg,Spy Games: Elevator Mission,Wii,Shooter,Tommo,Tommo,NA,2,NA,NA,0.06,0.06,NA,NA,0,11/16/2007,
3266,43045,/games/boxart/full_4025078AmericaFrontccc.jpg,Big Bang Mini,DS,Shooter,SouthPeak Interactive,Arkedo Studio,7.6,8,NA,NA,0.06,0.05,NA,0,0,1/21/2009,
3267,43047,/games/boxart/full_7060537AmericaFrontccc.jpg,Call of Duty 2,PC,Shooter,Activision,Infinity Ward,NA,7,NA,NA,0.06,0,NA,0.05,0.01,10/25/2005,
3268,43055,/games/boxart/full_7599054AmericaFrontccc.jpg,Unreal Tournament III,PC,Shooter,Midway Games,Epic Games,8.9,8.4,NA,NA,0.06,NA,NA,0.05,0.01,11/19/2007,
3269,43056,/games/boxart/full_9824036AmericaFrontccc.jpg,S.T.A.L.K.E.R.: Call of Pripyat,PC,Shooter,Viva Media,GSC Game World,NA,8,NA,NA,0.06,0,NA,0.05,0.01,2/2/2010,
3270,43073,/games/boxart/215666ccc.jpg,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,Shooter,THQ,GSC Game World,NA,8,NA,NA,0.06,0.01,NA,0.04,0.01,3/20/2007,
3271,43077,/games/boxart/42707ccc.jpg,Tom Clancy's Rainbow Six 3,GC,Shooter,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,NA,6.5,NA,NA,0.06,0.04,NA,0.01,0,6/17/2004,
3272,43083,/games/boxart/6919670ccc.jpg,Rez,PS2,Shooter,Sega,United Game Artists,NA,9,NA,NA,0.05,0.03,NA,0.02,0.01,1/7/2002,
3273,43096,/games/boxart/7285502ccc.jpg,The Typing of the Dead,DC,Shooter,Sega,Smilebit,NA,8.6,NA,NA,0.05,NA,0.05,NA,NA,1/23/2001,
3274,43097,/games/boxart/full_philosoma_391AmericaFront.jpg,Philosoma,PS,Shooter,Sony Computer Entertainment,G Artist,NA,5,NA,NA,0.05,0.03,NA,0.02,0,2/26/1996,
3275,43109,/games/boxart/full_singularity_5AmericaFront.jpg,Singularity,PC,Shooter,Activision,Raven Software,NA,7.5,NA,NA,0.05,NA,NA,0.04,0.01,6/29/2010,
3276,43111,/games/boxart/full_2859261AmericaFrontccc.jpg,Moon,DS,Shooter,Mastiff,Renegade Kid,NA,6.7,NA,NA,0.05,0.04,NA,0,0,1/13/2009,
3277,43118,/games/boxart/full_rock-of-the-dead_4AmericaFront.jpg,Rock of the Dead,X360,Shooter,Conspiracy Entertainment,Epicenter Studios,NA,5,NA,NA,0.05,0.04,NA,NA,0,10/19/2010,
3278,43123,/games/boxart/2271619ccc.jpg,Bad Boys: Miami Takedown,GC,Shooter,Crave Entertainment,Blitz Games,NA,4.3,NA,NA,0.05,0.03,NA,0.01,0,9/14/2004,
3279,43125,/games/boxart/full_7351778AmericaFrontccc.jpg,Wolfenstein,PC,Shooter,Activision,Raven Software,7.6,6.5,8,NA,0.04,0.01,NA,0.03,0.01,8/18/2009,
3280,43130,/games/boxart/7524377ccc.jpg,Doom,PC,Shooter,id Software,id Software,NA,8,NA,NA,0.04,0.04,NA,0,0,12/10/1993,
3281,43131,/games/boxart/7053177ccc.jpg,Dark Arena,GBA,Shooter,Majesco,Graphic State,NA,6.8,NA,NA,0.04,0.03,NA,0.01,0,1/18/2002,
3282,43133,/games/boxart/full_5956056AmericaFrontccc.jpg,Conflict: Desert Storm II - Back to Bagdhad,GC,Shooter,Gotham Games,Pivotal Games,NA,6.9,NA,NA,0.04,0.03,NA,0.01,0,1/7/2004,
3283,43134,/games/boxart/9110453ccc.jpg,Castle of Shikigami III,Wii,Shooter,Aksys Games,Alfa System,NA,7.2,NA,NA,0.04,0.04,NA,NA,0,5/13/2008,
3284,43145,/games/boxart/9850640ccc.jpg,Prey,PC,Shooter,2K Games,Human Head Studios,NA,8.5,NA,NA,0.04,NA,NA,0.04,0,7/11/2006,
3285,43146,/games/boxart/full_8478234AmericaFrontccc.jpg,Metal Slug XX,PSP,Shooter,Atlus,SNK Playmore Corporation,NA,6.9,NA,NA,0.04,0.03,NA,0,0.01,2/23/2010,
3286,43153,/games/boxart/full_4819113AmericaFrontccc.jpg,Tom Clancy's Ghost Recon Wildlands,PC,Shooter,Ubisoft,Ubisoft Paris,NA,7.4,NA,NA,0.04,NA,NA,0.04,0,3/7/2017,4/1/2018
3287,43164,/games/boxart/full_6586732AmericaFrontccc.jpg,Doom II,GBA,Shooter,Activision,Torus Games,NA,8.1,NA,NA,0.04,0.03,NA,0.01,0,10/28/2002,
3288,43168,/games/boxart/3407055ccc.jpg,Bionicle Heroes,Wii,Shooter,Eidos Interactive,Traveller's Tales,NA,4.7,NA,NA,0.04,0.03,NA,0,0,4/24/2007,
3289,43169,/games/boxart/6893755ccc.jpg,Halo: Combat Evolved,PC,Shooter,Microsoft Game Studios,Gearbox Software,NA,8.6,NA,NA,0.04,0.02,NA,0.02,0,9/30/2003,
3290,43170,/games/boxart/full_4433458AmericaFrontccc.jpg,C.O.R.E.,DS,Shooter,Graffiti,NoWay Studio,NA,4.4,NA,NA,0.04,0.03,NA,NA,0,8/11/2009,
3291,43181,/games/boxart/full_4380342JapanFrontccc.jpg,Radiant Silvergun,SAT,Shooter,ESP,"Treasure Co., Ltd.",NA,9,NA,NA,0.03,NA,0.03,NA,NA,7/23/1998,
3292,43184,/games/boxart/2647632ccc.jpg,S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,Koch Media,GSC Game World,NA,7,NA,NA,0.03,0,NA,0.03,0,9/15/2008,
3293,43185,/games/boxart/full_504333AmericaFrontccc.jpg,Red Faction II,GC,Shooter,THQ,Cranky Pants Games,NA,8.1,NA,NA,0.03,0.03,NA,0.01,0,3/31/2003,
3294,43189,/games/boxart/full_2742588AmericaFrontccc.jpg,The Sum of All Fears,GC,Shooter,Ubisoft,Red Storm Entertainment,NA,3.2,NA,NA,0.03,0.03,NA,0.01,0,1/9/2003,
3295,43195,/games/boxart/full_433764AmericaFrontccc.jpg,Red Faction: Guerrilla,PC,Shooter,THQ,Volition Inc.,NA,8.3,NA,NA,0.03,NA,NA,0.03,0,9/15/2009,4/2/2018
3296,43204,/games/boxart/full_9951010AmericaFrontccc.jpg,Greg Hastings' Tournament Paintball Max'd,GBA,Shooter,Activision,Activision Value,NA,2.2,NA,NA,0.03,0.02,NA,0.01,0,1/31/2006,
3297,43206,/games/boxart/9737139ccc.jpg,Gotcha Force,GC,Shooter,Capcom,Capcom,NA,5.8,NA,NA,0.03,0.01,0.01,0,0,12/3/2003,
3298,43208,/games/boxart/9517065ccc.jpg,Max Payne 2: The Fall of Max Payne,PC,Shooter,Rockstar Games,Remedy Entertainment,NA,9.1,NA,NA,0.03,NA,NA,0.02,0,10/14/2003,
3299,43226,/games/boxart/1536182ccc.jpg,AirForce Delta Storm,GBA,Shooter,Konami,Konami,NA,7.5,NA,NA,0.02,0.02,NA,0.01,0,9/16/2002,
3300,43232,/games/boxart/full_4526995AmericaFrontccc.jpg,Sniper Elite V2,WiiU,Shooter,505 Games,Rebellion Developments,NA,7,NA,NA,0.02,NA,NA,0.02,0,5/21/2013,3/13/2018
3301,43235,/games/boxart/full_8008757AmericaFrontccc.jpg,Brothers in Arms: Hell's Highway,PC,Shooter,Ubisoft,Gearbox Software,NA,6,NA,NA,0.02,NA,NA,0.02,0,10/7/2008,
3302,43242,/games/boxart/556514ccc.jpg,Quake 4,PC,Shooter,Activision,id Software / Raven Software,NA,8.1,NA,NA,0.02,NA,NA,0.02,0,10/11/2005,
3303,43248,/games/boxart/full_2809976AmericaFrontccc.jpg,Terminator 3: The Redemption,GC,Shooter,Atari,Paradigm Entertainment,NA,6.8,NA,NA,0.02,0.02,NA,0,0,9/6/2004,
3304,43250,/games/boxart/full_8583699AmericaFrontccc.jpg,Kill.switch,GBA,Shooter,"Destination Software, Inc",Visual Impact,NA,7.5,NA,NA,0.02,0.02,NA,0.01,0,9/16/2004,
3305,43254,/games/boxart/1098503ccc.jpg,Chicken Hunter,DS,Shooter,Mumbo Jumbo,Phenomedia,NA,3.5,NA,NA,0.02,0.02,NA,NA,0,3/4/2008,
3306,43255,/games/boxart/full_max-payne_507AmericaFront.jpg,Max Payne,PC,Shooter,Gathering of Developers,Remedy Entertainment,NA,9.2,NA,NA,0.02,NA,NA,0.02,0,7/23/2001,
3307,43270,/games/boxart/full_3601540AmericaFrontccc.jpg,Legendary,PC,Shooter,Gamecock,Spark Unlimited,NA,4,NA,NA,0.02,NA,NA,0.02,0,11/18/2008,
3308,43284,/games/boxart/full_the-haunted-hells-reach_968AmericaFront.jpg,The Haunted: Hell's Reach,PC,Shooter,Visco,ValuSoft,NA,5.3,NA,NA,0.02,0.02,NA,NA,0,10/20/2011,
3309,43289,/games/boxart/6393270ccc.jpg,Unreal Tournament 2004,PC,Shooter,Atari,Epic Games,NA,9.4,NA,NA,0.02,NA,NA,0.02,0,3/16/2004,
3310,43292,/games/boxart/full_3840202AmericaFrontccc.jpg,Dead to Rights,GBA,Shooter,Namco,Torus Games,NA,3.6,NA,NA,0.02,0.01,NA,0,0,12/3/2004,
3311,43296,/games/boxart/8681100ccc.jpg,Trigger Man,GC,Shooter,Crave Entertainment,Point of View,NA,2,NA,NA,0.02,0.01,NA,0,0,10/5/2004,
3312,43299,/games/boxart/3533297ccc.jpg,Gears of War,PC,Shooter,Microsoft Game Studios,Epic Games,NA,8.8,NA,NA,0.02,0,NA,0.01,0,11/6/2007,
3313,43300,/games/boxart/full_8904799AmericaFrontccc.jpg,Sniper Elite,PC,Shooter,Namco,Rebellion Developments,NA,7.4,NA,NA,0.02,NA,NA,0.01,0,10/27/2005,
3314,43306,/games/boxart/full_1397104AmericaFrontccc.jpg,Call of Juarez,PC,Shooter,Ubisoft,Techland,NA,6.7,NA,NA,0.01,NA,NA,0.01,0,6/12/2007,
3315,43309,/games/boxart/669649ccc.jpg,Unreal Tournament 2003,PC,Shooter,Atari,Digital Extremes,NA,9,NA,NA,0.01,NA,NA,0.01,0,9/30/2002,
3316,43319,/games/boxart/full_3908125AmericaFrontccc.jpg,CT Special Forces 2: Back in the Trenches,GBA,Shooter,Hip Interactive,LSP,NA,7.4,NA,NA,0.01,0.01,NA,0,0,6/29/2004,
3317,43320,/games/boxart/9059839ccc.jpg,Deus Ex,PC,Shooter,Eidos Interactive,Ion Storm,NA,9.2,NA,NA,0.01,NA,NA,0.01,0,6/26/2000,
3318,43324,/games/boxart/full_7469708AmericaFrontccc.jpg,Army Men: Air Combat - The Elite Missions,GC,Shooter,3DO,3DO,NA,3.8,NA,NA,0.01,0.01,NA,0,0,3/25/2003,
3319,43327,/games/boxart/full_6855505AmericaFrontccc.jpg,The Chronicles of Riddick: Assault on Dark Athena,PC,Shooter,Atari,Starbreeze Studios AB,NA,8,NA,NA,0.01,NA,NA,0.01,0,4/7/2009,
3320,43333,/games/boxart/1884551ccc.jpg,Space Raiders,GC,Shooter,Mastiff,Taito Corporation,NA,2.9,NA,NA,0.01,0.01,NA,0,0,4/19/2004,
3321,43334,/games/boxart/7294732ccc.jpg,Clive Barker's Jericho,PC,Shooter,Codemasters,Mercury Steam / Alchemic Productions,NA,6.4,NA,NA,0.01,NA,NA,0.01,0,10/23/2007,
3322,43336,/games/boxart/full_breach_593AmericaFront.jpg,Breach,PC,Shooter,Destineer,Atomic Games,NA,6.5,NA,NA,0.01,0.01,NA,NA,0,1/26/2011,
3323,43347,/games/boxart/6206418ccc.jpg,BlowOut,GC,Shooter,Majesco,Terminal Reality,NA,6.5,NA,NA,0.01,0.01,NA,0,0,11/26/2003,
