"","X","img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date"
"42159",42818,"/games/boxart/full_7328455AmericaFrontccc.jpg","Eat Lead: The Return of Matt Hazard","X360","Shooter","D3 Publisher","Vicious Cycle",5.5,0.12,0.1,0,0.01,0.01,"2/26/2009"
"42245",42904,"/games/boxart/7784606ccc.jpg","Bullet Witch","X360","Shooter","Atari","Cavia Inc.",6.6,0.1,0.07,0.02,0.01,0.01,"2/27/2007"
"42267",42926,"/games/boxart/full_5813557AmericaFrontccc.jpg","Space Invaders Extreme","PSP","Shooter","Square Enix","GULTI co.,ltd.",8.2,0.09,0.06,0.01,0.02,0.01,"6/17/2008"
"42318",42980,"/games/boxart/full_1916730AmericaFrontccc.jpg","Earth Defense Force 2017","X360","Shooter","D3 Publisher","Sandlot",7.4,0.08,0.04,0.03,0.01,0,"3/20/2007"
"42541",43206,"/games/boxart/9737139ccc.jpg","Gotcha Force","GC","Shooter","Capcom","Capcom",5.8,0.03,0.01,0.01,0,0,"12/3/2003"
"45933",46652,"/games/boxart/full_4805635AmericaFrontccc.jpg","Cooking Mama","DS","Simulation","Majesco","Office Create",6.6,5.66,3.09,0.07,1.92,0.58,"9/12/2006"
"45941",46660,"/games/boxart/full_8603668AmericaFrontccc.jpg","MySims","DS","Simulation","Electronic Arts","EA Redwood Shores",6.7,3.66,1.58,0.08,1.6,0.4,"9/18/2007"
"45943",46662,"/games/boxart/full_2185806AmericaFrontccc.jpg","Cooking Mama 2: Dinner With Friends","DS","Simulation","Majesco","Office Create",6.9,3.58,1.6,0.1,1.49,0.39,"11/13/2007"
"45948",46667,"/games/boxart/full_6209536AmericaFrontccc.jpg","Cooking Mama: Cook Off","Wii","Simulation","Majesco","Office Create",5.9,2.89,1.41,0.05,1.12,0.3,"3/20/2007"
"45957",46676,"/games/boxart/full_the-sims-3_5AmericaFront.jpg","The Sims 3","X360","Simulation","Electronic Arts","The Sims Studio",8,2.31,1.28,0,0.82,0.2,"10/26/2010"
"45968",46687,"/games/boxart/full_the-sims-3_3AmericaFront.jpg","The Sims 3","PS3","Simulation","Electronic Arts","The Sims Studio",8.1,2.03,0.73,0.02,0.96,0.31,"10/26/2010"
"45973",46692,"/games/boxart/3258468ccc.jpg","Star Wars Rogue Leader: Rogue Squadron II","GC","Simulation","LucasArts","Factor 5",9.2,1.9,1.03,0.03,0.75,0.09,"11/9/2001"
"45988",46707,"/games/boxart/full_5291444AmericaFrontccc.jpg","MySims","Wii","Simulation","Electronic Arts","EA Redwood Shores",7.1,1.65,0.9,0.04,0.54,0.17,"9/18/2007"
"45989",46708,"/games/boxart/full_kinectimals_492AmericaFront.jpg","Kinectimals","X360","Simulation","Microsoft Game Studios","Frontier Studio",7.5,1.62,1.02,0,0.46,0.14,"11/4/2010"
"46027",46746,"/games/boxart/full_3585087AmericaFrontccc.jpg","Spore Creatures","DS","Simulation","Electronic Arts","Foundation 9",7.2,1.07,0.66,0,0.3,0.1,"9/7/2008"
"46033",46752,"/games/boxart/full_eyepet_3AmericaFront.jpg","EyePet","PS3","Simulation","Sony Computer Entertainment","SCEE London Studio",6.9,1.01,0.37,0.04,0.52,0.09,"9/17/2010"
"46043",46762,"/games/boxart/full_pilotwings-resort_187AmericaFront.jpg","PilotWings Resort","3DS","Simulation","Nintendo","Monster Games",6.9,0.96,0.4,0.13,0.36,0.07,"3/27/2011"
"46045",46764,"/games/boxart/full_1294257AmericaFrontccc.png","Harvest Moon 3D: A New Beginning","3DS","Simulation","Natsume","Marvelous",8.2,0.95,0.41,0.31,0.18,0.06,"11/6/2012"
"46046",46765,"/games/boxart/full_2857210AmericaFrontccc.jpg","Disney Magic Castle: My Happy Life","3DS","Simulation","Nintendo","High Horse Entertainment",7.9,0.94,0.17,0.53,0.2,0.03,"4/11/2014"
"46054",46773,"/games/boxart/full_5153610AmericaFrontccc.jpg","Endless Ocean: Blue World","Wii","Simulation","Nintendo","Arika",7.6,0.87,0.46,0.12,0.22,0.06,"2/22/2010"
"46072",46791,"/games/boxart/full_the-sims-3_831AmericaFront.jpg","The Sims 3","3DS","Simulation","Electronic Arts","The Sims Studio",5.6,0.77,0.3,0.03,0.38,0.07,"3/27/2011"
"46075",46794,"/games/boxart/8706500ccc.jpg","Zone of the Enders","PS2","Simulation","Konami","Konami Computer Entertainment Japan",7.5,0.75,0.3,0.13,0.24,0.08,"3/26/2001"
"46108",46827,"/games/boxart/full_938813AmericaFrontccc.jpg","Harvest Moon: Friends of Mineral Town","GBA","Simulation","Natsume","TOSE Software",7.6,0.59,0.34,0.11,0.13,0.01,"11/17/2003"
"46112",46834,"/games/boxart/full_2207606AmericaFrontccc.jpg","Disney Magic World 2","3DS","Simulation","Nintendo","High Horse Entertainment",7.5,0.58,0.07,0.23,0.25,0.02,"10/14/2016"
"46114",46836,"/games/boxart/full_harvest-moon-the-tale-of-two-towns_448AmericaFront.jpg","Harvest Moon: The Tale of Two Towns","DS","Simulation","Natsume","Marvelous Interactive",6.3,0.57,0.27,0.22,0.06,0.03,"9/20/2011"
"46115",46837,"/games/boxart/full_7930619AmericaFrontccc.jpg","Harvest Moon: Sunshine Islands","DS","Simulation","Natsume","Marvelous Interactive",9,0.57,0.35,0.17,0.03,0.03,"11/10/2009"
"46139",46861,"/games/boxart/full_4968069AmericaFrontccc.jpg","Hometown Story","3DS","Simulation","Natsume","Toy Box",5.5,0.5,0.29,0.04,0.13,0.04,"10/22/2013"
"46141",46863,"/games/boxart/full_4729560AmericaFrontccc.jpg","Story of Seasons: Trio of Towns","3DS","Simulation","Marvelous Interactive","Marvelous Entertainment",7.9,0.49,0.19,0.22,0.06,0.03,"2/28/2017"
"46150",46872,"/games/boxart/full_6801752AmericaFrontccc.jpg","Harvest Moon 64","N64","Simulation","Natsume","Toy Box Studios",7.8,0.48,0.25,0.11,0.06,0.06,"11/30/1999"
"46157",46879,"/games/boxart/full_2278274AmericaFrontccc.jpg","Viva Pinata: Trouble in Paradise","X360","Simulation","Microsoft Game Studios","Rare Ltd.",8.5,0.47,0.16,0.01,0.25,0.05,"9/2/2008"
"46189",46911,"/games/boxart/full_536917AmericaFrontccc.jpg","Zone of the Enders: The 2nd Runner","PS2","Simulation","Konami","Konami Computer Entertainment Japan",8.6,0.41,0.15,0.11,0.12,0.04,"3/10/2003"
"46192",46914,"/games/boxart/7474120ccc.jpg","Armored Core","PS","Simulation","Sony Computer Entertainment","From Software",7.2,0.41,0.13,0.16,0.09,0.03,"10/31/1997"
"46237",46959,"/games/boxart/full_harvest-moon-the-tale-of-two-towns_359AmericaFront.jpg","Harvest Moon: The Tale of Two Towns","3DS","Simulation","Natsume","Marvelous Interactive",6.3,0.36,0.28,0.05,0,0.02,"11/1/2011"
"46238",46960,"/games/boxart/full_7565977AmericaFrontccc.jpg","Trauma Center: Under the Knife","DS","Simulation","Atlus","Atlus Co.",8,0.36,0.3,0.02,0.01,0.03,"10/4/2005"
"46244",46966,"/games/boxart/5070472ccc.jpg","Trauma Center: Second Opinion","Wii","Simulation","Atlus","Atlus Co.",8.2,0.34,0.28,0.03,0.01,0.03,"11/14/2006"
"46286",47008,"/games/boxart/full_ace-combat-joint-assault_1AmericaFront.jpg","Ace Combat: Joint Assault","PSP","Simulation","Namco Bandai","Project ACES",7,0.29,0.06,0.15,0.05,0.03,"8/31/2010"
"46291",47013,"/games/boxart/8804250ccc.jpg","Trauma Center: New Blood","Wii","Simulation","Atlus","Atlus Co.",7.5,0.29,0.22,0.01,0.04,0.02,"11/20/2007"
"46293",47015,"/games/boxart/full_1201752AmericaFrontccc.jpg","Overcooked! 2","NS","Simulation","Sold Out","Ghost Town Games",8.4,0.29,0.17,0.01,0.09,0.03,"8/7/2018"
"46309",47031,"/games/boxart/8117562ccc.jpg","Armored Core: Project Phantasma","PS","Simulation","ASCII Entertainment","From Software",7.2,0.28,0.06,0.15,0.04,0.02,"9/30/1998"
"46334",47059,"/games/boxart/6351588ccc.jpg","Armored Core: Master of Arena","PS","Simulation","Agetec","From Software",7.2,0.26,0.07,0.13,0.05,0.02,"2/29/2000"
"46341",47066,"/games/boxart/full_ace-combat-3d_942AmericaFront.jpg","Ace Combat: Assault Horizon Legacy","3DS","Simulation","Namco Bandai","Namco Bandai Games",7,0.25,0.1,0.08,0.06,0.01,"11/15/2011"
"46348",47073,"/games/boxart/7120617ccc.jpg","Armored Core 4","X360","Simulation","Sega","From Software",6.5,0.25,0.19,0.03,0.01,0.02,"3/20/2007"
"46401",47126,"/games/boxart/577148ccc.jpg","Armored Core 4","PS3","Simulation","Sega","From Software",6.6,0.2,0.09,0.09,0,0.01,"3/20/2007"
"46420",47145,"/games/boxart/full_9267091AmericaFrontccc.jpg","Armored Core: For Answer","PS3","Simulation","Ubisoft","From Software",6.1,0.19,0.06,0.1,0.02,0.01,"9/16/2008"
"46459",47184,"/games/boxart/6562030ccc.jpg","Innocent Life: A Futuristic Harvest Moon","PSP","Simulation","Natsume","ArtePiazza",6.5,0.16,0.08,0.03,0.03,0.02,"5/15/2007"
"46485",47210,"/games/boxart/full_6152273AmericaFrontccc.jpg","Armored Core: For Answer","X360","Simulation","Ubisoft","From Software",6.5,0.15,0.06,0.07,0.01,0.01,"9/16/2008"
"46533",47261,"/games/boxart/full_9181567AmericaFrontccc.png","The Sky Crawlers: Innocent Aces","Wii","Simulation","Xseed Games","Project ACES",7.3,0.12,0.08,0.01,0.02,0.01,"1/12/2010"
"46607",47335,"/games/boxart/full_9578244AmericaFrontccc.jpg","Steel Battalion","XB","Simulation","Capcom","Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,0.1,0.05,0.02,0.02,0,"11/21/2002"
"48784",49548,"/games/boxart/full_5257064AmericaFrontccc.jpg","FIFA 18","PS4","Sports","EA Sports","EA Vancouver",8.3,11.8,1.27,0.15,8.64,1.73,"9/29/2017"
"48785",49549,"/games/boxart/full_7661370AmericaFrontccc.jpg","FIFA 17","PS4","Sports","Electronic Arts","EA Canada",8.9,10.94,1.26,0.12,7.95,1.61,"9/27/2016"
"48789",49553,"/games/boxart/full_862315AmericaFrontccc.jpg","FIFA 16","PS4","Sports","EA Sports","EA Canada",8.5,8.22,1.15,0.07,5.77,1.23,"9/22/2015"
"48792",49556,"/games/boxart/full_fifa-soccer-12_475AmericaFront.jpg","FIFA Soccer 12","PS3","Sports","EA Sports","EA Canada",9.2,6.65,0.84,0.11,4.33,1.37,"9/27/2011"
"48794",49558,"/games/boxart/full_189344AmericaFrontccc.jpg","FIFA 15","PS4","Sports","EA Sports","EA Canada",8.1,6.32,0.83,0.05,4.49,0.94,"9/23/2014"
"48796",49560,"/games/boxart/1473680ccc.jpg","Madden NFL 2004","PS2","Sports","EA Sports","EA Tiburon",9.5,5.23,4.26,0.01,0.26,0.71,"8/12/2003"
"48798",49562,"/games/boxart/full_557605AmericaFrontccc.jpg","Mario & Sonic at the Olympic Games","DS","Sports","Sega","Sega",7,5.1,1.63,0.44,2.46,0.57,"1/22/2008"
"48799",49563,"/games/boxart/full_fifa-soccer-11_6AmericaFront.jpg","FIFA Soccer 11","PS3","Sports","EA Sports","EA Canada",8.7,5.08,0.61,0.06,3.28,1.12,"9/28/2010"
"48800",49564,"/games/boxart/full_7000850AmericaFrontccc.jpg","Tony Hawk's Pro Skater","PS","Sports","Activision","Neversoft Entertainment",9.6,5.02,3.42,0.02,1.38,0.2,"8/31/1999"
"48802",49566,"/games/boxart/full_727567AmericaFrontccc.jpg","Madden NFL 06","PS2","Sports","EA Sports","EA Tiburon",9.1,4.91,3.98,0.01,0.26,0.66,"8/8/2005"
"48803",49567,"/games/boxart/1600356ccc.jpg","Tony Hawk's Pro Skater 2","PS","Sports","Activision","Neversoft Entertainment",9.3,4.68,3.05,0.02,1.41,0.2,"9/20/2000"
"48804",49568,"/games/boxart/full_2431298AmericaFrontccc.jpg","FIFA 15","PS3","Sports","EA Sports","EA Canada",6.9,4.56,0.59,0.04,3.25,0.68,"9/23/2014"
"48805",49569,"/games/boxart/full_1173134AmericaFrontccc.jpg","Mario & Sonic at the Olympic Winter Games","Wii","Sports","Sega","Sega",6.8,4.54,1.87,0.22,1.97,0.48,"10/13/2009"
"48806",49570,"/games/boxart/4564394ccc.jpg","Madden NFL 2005","PS2","Sports","EA Sports","EA Tiburon",9.5,4.53,4.18,0.01,0.26,0.08,"8/9/2004"
"48807",49571,"/games/boxart/full_7550775AmericaFrontccc.jpg","Madden NFL 07","PS2","Sports","EA Sports","EA Tiburon",8.5,4.49,3.63,0.01,0.24,0.61,"8/22/2006"
"48808",49572,"/games/boxart/7125264ccc.jpg","Tony Hawk's Pro Skater 3","PS2","Sports","Activision","Neversoft Entertainment",9.1,4.41,2.66,0.01,1.29,0.46,"10/28/2001"
"48809",49573,"/games/boxart/full_2440699AmericaFrontccc.jpg","Winning Eleven: Pro Evolution Soccer 2007","PS2","Sports","Konami","Konami Computer Entertainment Tokyo",8.8,4.39,0.1,1.05,2.39,0.86,"2/6/2007"
"48810",49574,"/games/boxart/6864151ccc.jpg","FIFA Soccer 06","PS2","Sports","EA Sports","EA Canada",8.4,4.21,0.78,0.04,2.55,0.84,"10/4/2005"
"48812",49576,"/games/boxart/full_fifa-soccer-12_845AmericaFront.jpg","FIFA Soccer 12","X360","Sports","EA Sports","EA Canada",9.2,4.18,0.85,0.02,2.79,0.52,"9/27/2011"
"48814",49578,"/games/boxart/32121ccc.jpg","Madden NFL 2003","PS2","Sports","EA Sports","EA Tiburon",9.4,4.14,3.36,0.01,0.21,0.56,"8/12/2002"
"48815",49579,"/games/boxart/8249133ccc.jpg","FIFA 07 Soccer","PS2","Sports","EA Sports","Team Fusion",8.4,4.11,0.71,0.03,2.48,0.89,"10/3/2006"
"48816",49580,"/games/boxart/6643842ccc.jpg","World Soccer Winning Eleven 9","PS2","Sports","Konami","Konami Computer Entertainment Tokyo",8.9,4.06,0.12,0.9,2.26,0.77,"2/7/2006"
"48818",49582,"/games/boxart/full_6414423AmericaFrontccc.jpg","NBA 2K16","PS4","Sports","2K Sports","Visual Concepts",8.7,3.98,2.56,0.05,0.66,0.71,"9/29/2015"
"48819",49583,"/games/boxart/full_8931938AmericaFrontccc.jpg","EA Sports Active","Wii","Sports","EA Sports","EA Vancouver",8.3,3.93,2.11,0.06,1.35,0.4,"5/19/2009"
"48820",49584,"/games/boxart/1571136ccc.jpg","Tony Hawk's Underground","PS2","Sports","Activision","Neversoft Entertainment",8.7,3.9,2.29,0.01,1.17,0.42,"10/27/2003"
"48821",49585,"/games/boxart/full_sports-champions_6AmericaFront.png","Sports Champions","PS3","Sports","Sony Computer Entertainment","SCE San Diego Studio",7.6,3.88,2.15,0.1,1.13,0.5,"9/17/2010"
"48822",49586,"/games/boxart/3345744ccc.jpg","World Soccer Winning Eleven 8 International","PS2","Sports","Konami","Konami Computer Entertainment Tokyo",9.3,3.85,0.16,1.12,1.89,0.68,"2/1/2005"
"48824",49588,"/games/boxart/3316569ccc.gif","FIFA Soccer 2005","PS2","Sports","EA Sports","EA Canada",8.4,3.7,0.58,0.04,2.48,0.59,"10/12/2004"
"48825",49589,"/games/boxart/8945880ccc.jpg","Tony Hawk's Pro Skater 4","PS2","Sports","Activision","Neversoft Entertainment",9.6,3.67,2.13,0.01,1.18,0.35,"10/23/2002"
"48826",49590,"/games/boxart/560317ccc.jpg","Pro Evolution Soccer 2008","PS2","Sports","Konami","Konami",8.2,3.63,0.05,0.64,0,2.93,"3/11/2008"
"48827",49591,"/games/boxart/full_3447697AmericaFrontccc.jpg","FIFA Soccer 10","PS3","Sports","EA Sports","EA Canada",9,3.63,0.6,0.05,2.46,0.52,"10/20/2009"
"48828",49592,"/games/boxart/full_1333599AmericaFrontccc.jpg","NBA 2K17","PS4","Sports","2K Sports","Visual Concepts",9,3.52,2.28,0.03,0.59,0.63,"9/16/2016"
"48829",49593,"/games/boxart/full_fifa-soccer-11_8AmericaFront.jpg","FIFA Soccer 11","X360","Sports","EA Sports","EA Canada",8.7,3.52,0.71,0.02,2.39,0.4,"9/28/2010"
"48830",49594,"/games/boxart/6928045ccc.jpg","FIFA Soccer 2004","PS2","Sports","EA Sports","EA Canada",8,3.49,0.59,0.04,2.36,0.51,"11/4/2003"
"48831",49595,"/games/boxart/full_3513275AmericaFrontccc.jpg","Mario & Sonic at the Olympic Winter Games","DS","Sports","Sega","Sega",7.6,3.47,1.21,0.27,1.63,0.37,"10/13/2009"
"48835",49599,"/games/boxart/full_2457781AmericaFrontccc.jpg","NBA 2K18","PS4","Sports","2K Sports","Visual Concepts",8.1,3.34,2.13,0.04,0.57,0.59,"9/19/2017"
"48842",49606,"/games/boxart/full_3710885AmericaFrontccc.jpg","NBA 2K13","X360","Sports","2K Sports","Visual Concepts",8.6,3.11,2.62,0.01,0.21,0.28,"10/2/2012"
"48851",49615,"/games/boxart/1724837ccc.jpg","World Soccer Winning Eleven 7 International","PS2","Sports","Konami","Konami Computer Entertainment Tokyo",9.2,2.9,0.08,1.13,1.24,0.45,"2/17/2004"
"48863",49627,"/games/boxart/full_nba-2k12_78AmericaFront.jpg","NBA 2K12","X360","Sports","2K Sports","Visual Concepts",9.1,2.64,2.32,0.01,0.14,0.17,"10/4/2011"
"48864",49628,"/games/boxart/full_9644271AmericaFrontccc.jpg","NBA 2K13","PS3","Sports","2K Sports","Visual Concepts",8.9,2.63,1.74,0.05,0.46,0.39,"10/2/2012"
"48868",49632,"/games/boxart/full_630288AmericaFrontccc.jpg","FIFA Soccer 10","X360","Sports","EA Sports","EA Canada",8.9,2.62,0.6,0.01,1.79,0.23,"10/20/2009"
"48870",49634,"/games/boxart/5622818ccc.jpg","FIFA Soccer 09","PS3","Sports","Electronic Arts","EA Canada",8.6,2.59,0.49,0.04,1.63,0.43,"10/14/2008"
"48875",49639,"/games/boxart/full_5792466AmericaFrontccc.jpg","FIFA 16","PS3","Sports","EA Sports","EA Canada",9,2.55,0.43,0.05,1.68,0.38,"9/22/2015"
"48882",49646,"/games/boxart/full_pro-evolution-soccer-2011_2AmericaFront.jpg","Pro Evolution Soccer 2011","PS3","Sports","Konami","Konami",6,2.41,0.29,0.54,1.18,0.41,"10/5/2010"
"48890",49654,"/games/boxart/full_kinect-sports-season-two_392AmericaFront.jpg","Kinect Sports: Season Two","X360","Sports","Microsoft Studios","Rare Ltd.",6.6,2.33,1.38,0.02,0.72,0.21,"10/25/2011"
"48896",49660,"/games/boxart/full_4520839AmericaFrontccc.jpg","Pro Evolution Soccer 2010","PS3","Sports","Konami","Konami",7,2.28,0.3,0.46,1.27,0.26,"11/3/2009"
"48907",49671,"/games/boxart/full_pro-evolution-soccer-2012_544AmericaFront.jpg","Pro Evolution Soccer 2012","PS3","Sports","Konami","Konami",7.5,2.19,0.34,0.55,0.97,0.32,"9/27/2011"
"48912",49676,"/games/boxart/full_nba-2k12_24AmericaFront.jpg","NBA 2K12","PS3","Sports","2K Sports","Visual Concepts",9,2.13,1.62,0.05,0.27,0.18,"10/4/2011"
"48914",49678,"/games/boxart/full_nba-2k11_5AmericaFront.jpg","NBA 2K11","X360","Sports","2K Sports","Visual Concepts",8.8,2.11,1.86,0.01,0.12,0.13,"10/5/2010"
"48916",49680,"/games/boxart/full_605562AmericaFrontccc.jpg","PES 2009: Pro Evolution Soccer","PS3","Sports","Konami","Konami",7.7,2.11,0.11,0.4,1.34,0.26,"11/11/2008"
"48933",49697,"/games/boxart/full_6294434AmericaFrontccc.jpg","Hot Shots Golf: Open Tee","PSP","Sports","Sony Computer Entertainment","Clap Hanz",8.4,1.96,0.5,0.63,0.5,0.33,"5/3/2005"
"48936",49700,"/games/boxart/5963603ccc.jpg","FIFA Soccer 09","X360","Sports","Electronic Arts","EA Canada",8.7,1.94,0.49,0.01,1.26,0.18,"10/14/2008"
"48938",49702,"/games/boxart/full_6736771AmericaFrontccc.jpg","Madden NFL 09","PS3","Sports","EA Sports","EA Tiburon",8.6,1.89,1.56,0,0.15,0.18,"8/12/2008"
"48940",49704,"/games/boxart/4950763ccc.jpg","FIFA 2000","PS","Sports","EA Sports","EA Canada",8.8,1.87,0.22,0.04,1.47,0.14,"10/9/1999"
"48945",49709,"/games/boxart/full_8230385AmericaFrontccc.jpg","Madden NFL 07","X360","Sports","EA Sports","EA Tiburon",8.2,1.8,1.66,0.01,0,0.13,"8/22/2006"
"48950",49714,"/games/boxart/1324247ccc.jpg","FIFA Soccer 08","PS3","Sports","EA Sports","EA Canada",8.5,1.75,0.35,0.02,1.07,0.31,"10/9/2007"
"48961",49725,"/games/boxart/9940166ccc.jpg","We Ski","Wii","Sports","Namco Bandai","Bandai Namco Games",7.1,1.68,0.97,0.14,0.41,0.15,"5/13/2008"
"48983",49750,"/games/boxart/1051204ccc.jpg","Pro Evolution Soccer 2008","PS3","Sports","Konami","Konami",7.1,1.59,0.04,0.32,1.1,0.13,"3/12/2008"
"48985",49752,"/games/boxart/full_9385635AmericaFrontccc.jpg","Pro Evolution Soccer 2010","PS2","Sports","Konami","Konami",7.2,1.57,0.1,0.12,0.18,1.16,"11/10/2009"
"49028",49795,"/games/boxart/6417396ccc.jpg","FIFA Soccer 09","PSP","Sports","EA Sports","EA Canada",8.1,1.35,0.23,0.02,0.73,0.37,"10/14/2008"
"49032",49799,"/games/boxart/full_8286007AmericaFrontccc.jpg","Tony Hawk's Pro Skater","GB","Sports","Activision","Natsume",7.1,1.33,0.9,0.01,0.38,0.05,"2/29/2000"
"49038",49805,"/games/boxart/full_4280869AmericaFrontccc.jpg","NBA Live 07","PS2","Sports","EA Sports","EA Canada",6.3,1.3,1.07,0.02,0.04,0.17,"9/25/2006"
"49056",49823,"/games/boxart/full_3253995AmericaFrontccc.jpg","2010 FIFA World Cup South Africa","PS3","Sports","EA Sports","EA Canada",8.2,1.23,0.3,0.07,0.64,0.22,"4/27/2010"
"49061",49828,"/games/boxart/full_fifa-soccer-11_0AmericaFront.jpg","FIFA Soccer 11","PSP","Sports","EA Sports","HB Studios",7,1.21,0.13,0.01,0.7,0.36,"9/28/2010"
"49065",49832,"/games/boxart/full_mario-amp-sonic-at-the-london-2012-olympic-games_588AmericaFront.jpg","Mario & Sonic at the London 2012 Olympic Games","3DS","Sports","Sega","Sega",6.5,1.19,0.18,0.27,0.66,0.08,"2/14/2012"
"49078",49845,"/games/boxart/full_1875554AmericaFrontccc.jpg","FIFA Soccer 10","PSP","Sports","EA Sports","EA Canada",7.9,1.16,0.16,0.01,0.68,0.31,"10/20/2009"
"49081",49848,"/games/boxart/8966403ccc.jpg","Hot Shots Golf: Out of Bounds","PS3","Sports","Sony Computer Entertainment","Clap Hanz",8.3,1.14,0.31,0.76,0.03,0.04,"3/18/2008"
"49088",49855,"/games/boxart/full_3285439AmericaFrontccc.jpg","FIFA 18","NS","Sports","EA Sports","EA Vancouver",5.8,1.1,0.35,0.13,0.55,0.07,"9/29/2017"
"49092",49859,"/games/boxart/full_9051560AmericaFrontccc.jpg","Skate 2","X360","Sports","Electronic Arts","EA Black Box",8.2,1.09,0.82,0.01,0.17,0.09,"1/21/2009"
"49095",49862,"/games/boxart/full_2467036AmericaFrontccc.jpg","Pro Evolution Soccer 2014","PS3","Sports","Konami Digital Entertainment","Konami",8.3,1.08,0.03,0.51,0.46,0.08,"9/24/2013"
"49127",49894,"/games/boxart/full_1506717AmericaFrontccc.jpg","NBA 2K10","X360","Sports","2K Sports","Visual Concepts",8.4,1.01,0.91,0,0.02,0.08,"10/6/2009"
"49136",49903,"/games/boxart/2303174ccc.jpg","Pro Evolution Soccer 2008","PSP","Sports","Konami","Konami",7.8,0.98,0.02,0.19,0.53,0.25,"3/12/2008"
"49169",49939,"/games/boxart/full_7351671AmericaFrontccc.jpg","EA Sports Grand Slam Tennis","Wii","Sports","EA Sports","EA Vancouver",7.9,0.92,0.28,0.02,0.51,0.11,"6/8/2009"
"49195",49965,"/games/boxart/full_3255976AmericaFrontccc.jpg","Winning Eleven: Pro Evolution Soccer 2007","PSP","Sports","Konami","Konami Computer Entertainment Tokyo",8.2,0.86,0.01,0.12,0.72,0.01,"2/6/2007"
"49200",49970,"/games/boxart/full_2944762AmericaFrontccc.jpg","2010 FIFA World Cup South Africa","X360","Sports","EA Sports","EA Canada",8.4,0.85,0.32,0.02,0.42,0.09,"4/27/2010"
"49205",49975,"/games/boxart/full_9732509AmericaFrontccc.jpg","NBA 2K10","PS3","Sports","2K Sports","Visual Concepts",8.2,0.84,0.75,0.01,0.01,0.07,"10/6/2009"
"49206",49976,"/games/boxart/full_8793340AmericaFrontccc.jpg","Skate 2","PS3","Sports","Electronic Arts","EA Black Box",8.2,0.84,0.46,0.01,0.25,0.12,"1/21/2009"
"49224",49994,"/games/boxart/full_4259264AmericaFrontccc.jpg","Shaun White Snowboarding","X360","Sports","Ubisoft","Ubisoft Montreal",6.2,0.81,0.48,0,0.25,0.08,"11/16/2008"
