"","X","img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date"
"13524",13730,"/games/boxart/full_1343182AmericaFrontccc.jpg","PokéPark 2: Wonders Beyond","Wii","Action-Adventure","Nintendo","Creatures Inc.",6.5,0.76,0.26,0.27,0.19,0.04,"2/27/2012"
"13530",13736,"/games/boxart/full_8312624AmericaFrontccc.jpg","The LEGO Movie Videogame","PS4","Action-Adventure","Warner Bros. Interactive Entertainment","TT Fusion",6,0.71,0.26,0.01,0.32,0.11,"2/7/2014"
"13541",13747,"/games/boxart/full_4679291AmericaFrontccc.jpg","Metal Gear Solid V: Ground Zeroes","PS3","Action-Adventure","Konami Digital Entertainment","Kojima Productions",8.5,0.59,0.13,0.28,0.13,0.05,"3/18/2014"
"13545",13751,"/games/boxart/full_4258947AmericaFrontccc.jpg","Metroid: Samus Returns","3DS","Action-Adventure","Nintendo","Mercury Steam",9.1,0.56,0.3,0.07,0.15,0.05,"9/15/2017"
"13574",13780,"/games/boxart/full_7208237AmericaFrontccc.jpg","Metal Gear Solid: Snake Eater 3D","3DS","Action-Adventure","Konami Digital Entertainment","Konami Computer Entertainment Japan",7.9,0.39,0.15,0.1,0.12,0.02,"2/21/2012"
"13625",13834,"/games/boxart/full_7172459AmericaFrontccc.jpg","Spirit Camera: The Cursed Memoir","3DS","Action-Adventure","Nintendo","Tecmo Koei Games",5.7,0.25,0.15,0.06,0.02,0.02,"4/13/2012"
"13670",13879,"/games/boxart/full_2872372AmericaFrontccc.jpg","Naruto Powerful Shippuden","3DS","Action-Adventure","Namco Bandai Games","Namco Bandai Games",8,0.16,0.08,0.04,0.02,0.01,"3/5/2013"
"13672",13881,"/games/boxart/full_8808791AmericaFrontccc.jpg","Castlevania: Lords of Shadow - Mirror of Fate","3DS","Action-Adventure","Konami Digital Entertainment","Mercury Steam",7.2,0.16,0.04,0.03,0.08,0.01,"3/5/2013"
"13676",13885,"/games/boxart/full_4006314AmericaFrontccc.jpg","Gravity Rush Remastered","PS4","Action-Adventure","Sony Computer Entertainment","Bluepoint Games",7.9,0.16,0.02,0.05,0.06,0.02,"2/2/2016"
"13698",13907,"/games/boxart/full_169570AmericaFrontccc.jpg","Rodea the Sky Soldier","WiiU","Action-Adventure","NIS America","Kadokawa Games",7,0.14,0.1,0.01,0.02,0.01,"11/10/2015"
"13699",13908,"/games/boxart/full_178206AmericaFrontccc.jpg","Metal Gear Solid V: Ground Zeroes","X360","Action-Adventure","Konami Digital Entertainment","Kojima Productions",8.3,0.14,0.06,0.01,0.05,0.01,"3/18/2014"
"14376",14597,"/games/boxart/full_8887860AmericaFrontccc.jpg","Monopoly for Nintendo Switch","NS","Board Game","Ubisoft","Engine Software",5.3,0.3,0.06,0.01,0.22,0.02,"10/31/2017"
"14427",14654,"/games/boxart/full_tekken-2_616AmericaFront.jpg","Tekken 2","PS","Fighting","Namco","Namco",9.1,5.74,2.26,1.36,1.89,0.23,"8/25/1996"
"14430",14657,"/games/boxart/full_4144122AmericaFrontccc.jpg","Street Fighter IV","PS3","Fighting","Capcom","Capcom / Dimps Corporation",9.3,4.19,2.04,0.59,1.05,0.52,"2/17/2009"
"14432",14659,"/games/boxart/full_8749429AmericaFrontccc.jpg","Tekken Tag Tournament","PS2","Fighting","Namco","Namco",8.7,4.05,1.68,0.51,1.51,0.35,"10/25/2000"
"14436",14663,"/games/boxart/full_9587449AmericaFrontccc.jpg","Tekken 4","PS2","Fighting","Namco","Namco",7.9,3.44,1.55,0.33,1.27,0.29,"9/23/2002"
"14439",14666,"/games/boxart/full_7759006AmericaFrontccc.jpg","Tekken","PS","Fighting","Namco","Namco",8.3,3.24,0.95,0.77,1.3,0.22,"11/8/1995"
"14441",14668,"/games/boxart/3194073ccc.jpg","WWF SmackDown! 2: Know Your Role","PS","Fighting","THQ","Yuke's",8.7,3.2,1.76,0.07,1.21,0.16,"11/21/2000"
"14445",14672,"/games/boxart/full_2620419AmericaFrontccc.jpg","Street Fighter IV","X360","Fighting","Capcom","Capcom / Dimps Corporation",9.3,2.95,1.83,0.15,0.7,0.26,"2/17/2009"
"14456",14683,"/games/boxart/full_4247117AmericaFrontccc.jpg","WWE SmackDown vs. RAW 2007","PS2","Fighting","THQ","Yuke's",8,2.58,1.4,0.03,0.88,0.26,"11/14/2006"
"14467",14694,"/games/boxart/full_7176439AmericaFrontccc.jpg","UFC 2009 Undisputed","X360","Fighting","THQ","Yuke's Osaka",8.4,2.07,1.48,0,0.39,0.19,"5/19/2009"
"14482",14709,"/games/boxart/full_7094507AmericaFrontccc.jpg","UFC 2009 Undisputed","PS3","Fighting","THQ","Yuke's Osaka",8.4,1.76,1.07,0.01,0.45,0.24,"5/19/2009"
"14494",14721,"/games/boxart/full_322404AmericaFrontccc.jpg","Soul Blade","PS","Fighting","Namco","Namco",8.6,1.59,0.61,0.46,0.41,0.1,"1/1/1997"
"14502",14729,"/games/boxart/full_9185103AmericaFrontccc.jpg","SoulCalibur II","GC","Fighting","Namco","Namco",9.2,1.5,0.99,0.11,0.32,0.08,"8/27/2003"
"14504",14731,"/games/boxart/7140334ccc.jpg","WWF No Mercy","N64","Fighting","THQ","Aki Corp.",9.1,1.5,1.2,0.02,0.27,0.02,"11/17/2000"
"14508",14735,"/games/boxart/full_1914073AmericaFrontccc.jpg","Fight Night Round 3","X360","Fighting","EA Sports","EA Chicago",8.6,1.47,1.33,0.01,0.03,0.1,"2/20/2006"
"14513",14740,"/games/boxart/5452545ccc.jpg","WWE SmackDown vs Raw 2008","X360","Fighting","THQ","Yuke's Media Creations",7.3,1.43,0.92,0,0.38,0.13,"11/13/2007"
"14514",14741,"/games/boxart/full_3106619AmericaFrontccc.jpg","UFC Undisputed 2010","PS3","Fighting","THQ","Yuke's Future Media Creators",8.4,1.42,0.8,0.02,0.4,0.19,"5/25/2010"
"14519",14746,"/games/boxart/full_marvel-vs-capcom-3-fate-of-two-worlds_944AmericaFront.jpg","Marvel vs. Capcom 3: Fate of Two Worlds","PS3","Fighting","Capcom","Capcom",8.2,1.36,0.81,0.11,0.28,0.15,"2/15/2011"
"14522",14749,"/games/boxart/6305625ccc.jpg","WWE SmackDown vs Raw 2008","PS3","Fighting","THQ","Yuke's Media Creations",7.3,1.33,0.62,0.01,0.5,0.2,"11/13/2007"
"14523",14750,"/games/boxart/full_8033207AmericaFrontccc.jpg","UFC Undisputed 2010","X360","Fighting","THQ","Yuke's Future Media Creators",8.6,1.32,0.9,0,0.31,0.11,"5/25/2010"
"14526",14753,"/games/boxart/full_wwe-12_98AmericaFront.jpg","WWE '12","X360","Fighting","THQ","Yuke's Co., Ltd.",7.5,1.27,0.74,0,0.4,0.12,"11/22/2011"
"14536",14763,"/games/boxart/full_4412075AmericaFrontccc.jpg","WWE '12","PS3","Fighting","THQ","Yuke's Co., Ltd.",9,1.18,0.53,0.02,0.45,0.17,"11/22/2011"
"14537",14764,"/games/boxart/full_6155986AmericaFrontccc.jpg","WWE SmackDown vs. Raw 2010","PS3","Fighting","THQ","JAKKS Pacific",8.1,1.17,0.48,0.01,0.48,0.19,"10/20/2009"
"14538",14765,"/games/boxart/3770708ccc.jpg","Bushido Blade","PS","Fighting","Sony Computer Entertainment","Light Weight",8.2,1.16,0.39,0.43,0.27,0.08,"9/30/1997"
"14548",14775,"/games/boxart/3194065ccc.jpg","Virtua Fighter 5","PS3","Fighting","Sega","Sega-AM2",8.7,1.08,0.29,0.08,0.52,0.2,"2/20/2007"
"14550",14777,"/games/boxart/full_marvel-vs-capcom-3-fate-of-two-worlds_375AmericaFront.jpg","Marvel vs. Capcom 3: Fate of Two Worlds","X360","Fighting","Capcom","Capcom",8.4,1.07,0.79,0.03,0.18,0.08,"2/15/2011"
"14551",14778,"/games/boxart/6479946ccc.jpg","Virtua Fighter","SAT","Fighting","Sega","Sega-AM2",9,1.07,0.17,0.77,0.12,0.02,"5/11/1995"
"14553",14780,"/games/boxart/full_4871038AmericaFrontccc.jpg","SoulCalibur III","PS2","Fighting","Namco","Namco",8.5,1.07,0.74,0.13,0.15,0.05,"10/25/2005"
"14554",14781,"/games/boxart/full_6027253AmericaFrontccc.jpg","Naruto: Ultimate Ninja Storm","PS3","Fighting","Namco Bandai","CyberConnect2",7.8,1.07,0.49,0.09,0.34,0.15,"11/4/2008"
"14558",14785,"/games/boxart/full_3258165AmericaFrontccc.jpg","WWE SmackDown vs. Raw 2010","X360","Fighting","THQ","JAKKS Pacific",8.2,1.04,0.56,0.01,0.37,0.1,"10/20/2009"
"14559",14786,"/games/boxart/full_3670641AmericaFrontccc.jpg","Naruto: Clash of Ninja 2","GC","Fighting","D3 Publisher","8ing/Raizing",7.4,1.04,0.44,0.45,0.12,0.03,"9/26/2006"
"14561",14788,"/games/boxart/4080766ccc.jpg","Dragon Ball Z: Budokai Tenkaichi 3","Wii","Fighting","Atari","Spike / Bandai Namco Games",7.5,1.03,0.32,0.26,0.36,0.08,"12/3/2007"
"14579",14806,"/games/boxart/9580401ccc.jpg","Tobal No.1","PS","Fighting","Sony Computer Entertainment","DreamFactory",7.7,0.92,0.12,0.66,0.08,0.06,"9/30/1996"
"14581",14808,"/games/boxart/full_dissidia-012-duodecim-final-fantasy_821AmericaFront.jpg","Dissidia 012: Duodecim Final Fantasy","PSP","Fighting","Square Enix","Square Enix",8.3,0.89,0.21,0.46,0.13,0.09,"3/22/2011"
"14582",14809,"/games/boxart/full_wwe-smackdown-vs-raw-2011_10AmericaFront.jpg","WWE SmackDown vs. Raw 2011","X360","Fighting","THQ","JAKKS Pacific",7.1,0.88,0.44,0,0.35,0.08,"10/26/2010"
"14585",14812,"/games/boxart/full_7727169AmericaFrontccc.jpg","Street Fighter Alpha 2","PS","Fighting","Capcom","Capcom",8.2,0.85,0.14,0.57,0.09,0.06,"9/30/1996"
"14586",14813,"/games/boxart/5554177ccc.jpg","Dragon Ball Z: Burst Limit","PS3","Fighting","Atari","Dimps Corporation",7.3,0.85,0.22,0.18,0.34,0.12,"6/10/2008"
"14590",14817,"/games/boxart/full_dragon-ball-raging-blast-2_0AmericaFront.jpg","Dragon Ball: Raging Blast 2","PS3","Fighting","Namco Bandai","Spike",6,0.83,0.43,0.11,0.19,0.1,"11/2/2010"
"14596",14823,"/games/boxart/full_naruto-shippuden-ultimate-ninja-storm-2_3AmericaFront.jpg","Naruto Shippuden: Ultimate Ninja Storm 2","X360","Fighting","Namco Bandai","CyberConnect2",7.6,0.78,0.43,0.01,0.27,0.07,"10/19/2010"
"14600",14827,"/games/boxart/full_4004513AmericaFrontccc.jpg","Dragon Ball: Raging Blast","PS3","Fighting","Namco Bandai","Spike",5.6,0.77,0.37,0.11,0.19,0.1,"11/10/2009"
"14605",14832,"/games/boxart/9035312ccc.jpg","Marvel vs. Capcom 2","PS2","Fighting","Capcom","Capcom",8.2,0.76,0.31,0.13,0.24,0.08,"11/19/2002"
"14610",14837,"/games/boxart/full_5763655AmericaFrontccc.jpg","Capcom vs. SNK 2: Mark of the Millennium 2001","PS2","Fighting","Capcom","Capcom",7.9,0.75,0.22,0.3,0.17,0.06,"11/6/2001"
"14629",14859,"/games/boxart/4798012ccc.jpg","Bushido Blade 2","PS","Fighting","Square EA","Light Weight",7.5,0.68,0.25,0.22,0.17,0.04,"2/28/1998"
"14637",14867,"/games/boxart/full_184193AmericaFrontccc.jpg","Dead or Alive 5","PS3","Fighting","Tecmo Koei","Team Ninja",7.6,0.65,0.23,0.21,0.15,0.07,"2/17/2015"
"14639",14869,"/games/boxart/full_dragon-ball-raging-blast-2_1AmericaFront.jpg","Dragon Ball: Raging Blast 2","X360","Fighting","Namco Bandai","Spike",6,0.64,0.49,0.01,0.09,0.05,"11/2/2010"
"14643",14873,"/games/boxart/full_dragon-ball-z-ultimate-tenkaichi_330PALFront.jpg","Dragon Ball Z: Ultimate Tenkaichi","PS3","Fighting","Namco Bandai","Spike",5,0.62,0.27,0.09,0.18,0.07,"10/25/2011"
"14654",14884,"/games/boxart/full_7327869AmericaFrontccc.jpg","BlazBlue: Calamity Trigger","PS3","Fighting","Aksys Games","Arc System Works",8.5,0.57,0.36,0.06,0.1,0.06,"6/30/2009"
"14655",14885,"/games/boxart/full_86372AmericaFrontccc.jpg","Ultra Street Fighter II: The Final Challengers","NS","Fighting","Capcom","Capcom",7,0.57,0.22,0.09,0.22,0.04,"5/26/2017"
"14665",14895,"/games/boxart/1947782ccc.jpg","Dragon Ball Z: Shin Budokai","PSP","Fighting","Atari","Dimps Corporation",7.4,0.54,0.26,0.13,0.08,0.07,"3/7/2006"
"14667",14897,"/games/boxart/default.jpg","Dragon Ball Z: Ultimate Tenkaichi","X360","Fighting","Namco Bandai","Spike",6,0.54,0.39,0.01,0.1,0.05,"10/25/2011"
"14670",14900,"/games/boxart/full_1741713AmericaFrontccc.jpg","Tatsunoko vs. Capcom: Ultimate All-Stars","Wii","Fighting","Capcom","Eighting",8.3,0.54,0.3,0.03,0.16,0.05,"1/26/2010"
"14678",14908,"/games/boxart/full_9378049AmericaFrontccc.jpg","SoulCalibur: Broken Destiny","PSP","Fighting","Namco Bandai","Project Soul",8,0.51,0.12,0.07,0.2,0.12,"9/1/2009"
"14680",14910,"/games/boxart/full_bleach-soul-resurreccion_230AmericaFront.jpg","Bleach: Soul Resurreccion","PS3","Fighting","NIS America","Eighting",6.7,0.51,0.27,0.07,0.11,0.06,"8/3/2011"
"14681",14911,"/games/boxart/full_6912453AmericaFrontccc.jpg","Dragon Ball: Raging Blast","X360","Fighting","Namco Bandai","Spike",5.8,0.51,0.36,0.02,0.08,0.04,"11/10/2009"
"14685",14915,"/games/boxart/full_3753232AmericaFrontccc.jpg","Dead or Alive Ultimate","XB","Fighting","Tecmo","Team Ninja",8.1,0.5,0.3,0.08,0.1,0.02,"10/26/2004"
"14689",14919,"/games/boxart/274236ccc.jpg","Dragon Ball Z: Burst Limit","X360","Fighting","Atari","Dimps Corporation",7.3,0.49,0.24,0.03,0.18,0.05,"6/10/2008"
"14704",14934,"/games/boxart/full_dead-or-alive-dimensions_835AmericaFront.jpg","Dead or Alive: Dimensions","3DS","Fighting","Tecmo Koei","Team Ninja",7.8,0.45,0.13,0.07,0.22,0.03,"5/24/2011"
"14705",14935,"/games/boxart/4547981ccc.jpg","Bleach: The Blade of Fate","DS","Fighting","Sega","Treasure Co., Ltd.",8.2,0.45,0.29,0.12,0.01,0.03,"10/9/2007"
"14713",14943,"/games/boxart/full_4024693AmericaFrontccc.jpg","Dragon Ball FighterZ","NS","Fighting","Bandai Namco Entertainment","Arc System Works",9,0.44,0.21,0.07,0.13,0.03,"9/28/2018"
"14716",14946,"/games/boxart/full_3993795AmericaFrontccc.jpg","Dragon Ball Z: Shin Budokai - Another Road","PSP","Fighting","Atari","Dimps Corporation",7.2,0.43,0.19,0.08,0.09,0.07,"3/20/2007"
"14722",14952,"/games/boxart/full_blazblue-continuum-shift_3AmericaFront.jpg","BlazBlue: Continuum Shift","PS3","Fighting","Aksys Games","Arc System Works",8.7,0.41,0.21,0.09,0.08,0.04,"7/27/2010"
"14741",14971,"/games/boxart/full_ea-sports-mma_10AmericaFront.jpg","EA Sports MMA","PS3","Fighting","EA Sports","EA Tiburon",7.6,0.37,0.16,0.01,0.14,0.06,"10/19/2010"
"14749",14979,"/games/boxart/full_tekken-hybrid_218AmericaFront.jpg","Tekken Hybrid","PS3","Fighting","Namco","Namco Bandai Games",4,0.36,0.21,0.04,0.07,0.04,"11/22/2011"
"14753",14983,"/games/boxart/full_919423AmericaFrontccc.jpg","BlazBlue: Calamity Trigger","X360","Fighting","Aksys Games","Arc System Works",8.5,0.36,0.21,0.04,0.08,0.03,"6/30/2009"
"14756",14986,"/games/boxart/full_3131102AmericaFrontccc.jpg","Dragon Ball Z: Extreme Butoden","3DS","Fighting","Namco Bandai Games","Arc System Works",5,0.35,0.13,0.17,0.03,0.02,"10/20/2015"
"14761",14991,"/games/boxart/full_8533911AmericaFrontccc.jpg","Dead or Alive 5 Last Round","PS4","Fighting","Tecmo Koei","Team Ninja",7.1,0.35,0.09,0.09,0.13,0.04,"2/17/2015"
"14777",15007,"/games/boxart/full_7740042AmericaFrontccc.jpg","Dead or Alive 5","X360","Fighting","Tecmo Koei","Team Ninja",7.6,0.33,0.2,0.03,0.08,0.03,"9/25/2012"
"14778",15008,"/games/boxart/3359112ccc.jpg","Street Fighter Alpha 3 MAX","PSP","Fighting","Capcom","Capcom",7.8,0.33,0.27,0.02,0.01,0.03,"2/7/2006"
"14785",15015,"/games/boxart/full_1348041AmericaFrontccc.jpg","Kirby: Battle Royale","3DS","Fighting","Nintendo","HAL Laboratory",6,0.33,0.07,0.2,0.05,0.01,"1/19/2018"
"14789",15019,"/games/boxart/full_9661186AmericaFrontccc.jpg","Bleach: Shattered Blade","Wii","Fighting","Sega","Polygon Magic",5.3,0.32,0.21,0.08,0.01,0.02,"10/9/2007"
"14796",15026,"/games/boxart/full_blazblue-continuum-shift_915AmericaFront.jpg","BlazBlue: Continuum Shift","X360","Fighting","Aksys Games","Arc System Works",8.6,0.32,0.23,0.02,0.04,0.02,"7/27/2010"
"14801",15031,"/games/boxart/full_the-king-of-fighters-xiii_282AmericaFront.jpg","The King of Fighters XIII","PS3","Fighting","Atlus","SNK Playmore Corporation",7.8,0.3,0.17,0.04,0.07,0.03,"11/22/2011"
"14823",15056,"/games/boxart/2292432ccc.jpg","Dead or Alive","PS","Fighting","Tecmo","Team Ninja",8.3,0.28,0.09,0.1,0.06,0.02,"3/31/1998"
"14824",15057,"/games/boxart/full_8298258AmericaFrontccc.jpg","Virtua Fighter 5 Online","X360","Fighting","Sega","Sega-AM2",9.2,0.28,0.2,0.03,0.02,0.02,"10/30/2007"
"14833",15066,"/games/boxart/full_dragon-ball-z-tenkaichi-tag-team_1AmericaFront.jpg","Dragon Ball Z: Tenkaichi Tag Team","PSP","Fighting","Namco Bandai","Dimps Corporation",6,0.27,0.11,0.09,0.04,0.03,"10/19/2010"
"14868",15101,"/games/boxart/2161705ccc.jpg","Galactic Wrestling: Featuring Ultimate Muscle","PS2","Fighting","Bandai","Aki Corporation",7.3,0.22,0.03,0.17,0.02,0.01,"6/30/2004"
"14880",15113,"/games/boxart/full_5826679AmericaFrontccc.jpg","Tekken 3D: Prime Edition","3DS","Fighting","Namco Bandai","Namco Bandai Games",6.5,0.21,0.06,0.05,0.08,0.01,"2/14/2012"
"14888",15121,"/games/boxart/8452672ccc.jpg","Final Fight One","GBA","Fighting","Capcom","Capcom",8.2,0.21,0.09,0.08,0.03,0,"9/26/2001"
"14896",15129,"/games/boxart/full_arcana-heart-3_282PALFront.jpg","Arcana Heart 3","PS3","Fighting","Aksys Games","Examu Inc.",7,0.2,0.04,0.1,0.05,0.02,"9/23/2014"
"14910",15143,"/games/boxart/full_3440880AmericaFrontccc.jpg","Street Fighter 30th Anniversary Collection","NS","Fighting","Capcom","Capcom",8.5,0.19,0.12,0.01,0.04,0.02,"5/29/2018"
"14911",15144,"/games/boxart/full_857223AmericaFrontccc.jpg","Tekken Tag Tournament 2","WiiU","Fighting","Namco Bandai Games","Bandai Namco Games",8.1,0.19,0.09,0.01,0.07,0.01,"11/18/2012"
"14934",15167,"/games/boxart/full_946154AmericaFrontccc.jpg","Castlevania Judgment","Wii","Fighting","Konami","Konami / Eighting",4.6,0.16,0.12,0.01,0.02,0.01,"11/18/2008"
"14936",15169,"/games/boxart/9458099ccc.jpg","Guilty Gear Judgment","PSP","Fighting","Majesco","Arc System Works",7.5,0.16,0.13,0.02,0,0.01,"9/5/2006"
"14938",15171,"/games/boxart/full_85254AmericaFrontccc.jpg","The King of Fighters XII","PS3","Fighting","Ignition Entertainment","SNK Playmore Corporation",6,0.16,0.11,0.03,0.01,0.01,"7/28/2009"
"14946",15179,"/games/boxart/full_1875392AmericaFrontccc.jpg","Custom Robo Arena","DS","Fighting","Nintendo","Noise Inc.",7.4,0.16,0.01,0.12,0.02,0,"3/19/2007"
"14949",15182,"/games/boxart/full_204279AmericaFrontccc.jpg","Arcana Heart","PS2","Fighting","Atlus","Examu Inc.",8.1,0.16,0.06,0.04,0.05,0.02,"4/10/2008"
"14973",15206,"/games/boxart/4878534ccc.jpg","Victorious Boxers: Revolution","Wii","Fighting","Xseed Games","Cavia Inc.",5.8,0.14,0.07,0.06,0,0.01,"10/23/2007"
"14983",15216,"/games/boxart/full_5166016AmericaFrontccc.jpg","Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation","GC","Fighting","Bandai","Aki Corporation",8,0.14,0.04,0.08,0.01,0,"6/5/2003"
"14995",15228,"/games/boxart/full_blazblue-continuum-shift-ii_578AmericaFront.jpg","BlazBlue: Continuum Shift II","PSP","Fighting","Aksys Games","Arc System Works",7.5,0.13,0.03,0.07,0.02,0.01,"5/31/2011"
"14997",15230,"/games/boxart/2530339ccc.jpg","Rumble Roses XX","X360","Fighting","Konami","Yuke's Future Media Creators",6.5,0.13,0.07,0.04,0.01,0.01,"3/28/2006"
"15045",15281,"/games/boxart/full_7464347AmericaFrontccc.jpg","The King of Fighters XII","X360","Fighting","Ignition Entertainment","SNK Playmore Corporation",6.4,0.11,0.09,0.01,0,0.01,"7/28/2009"
"15053",15289,"/games/boxart/full_1346510AmericaFrontccc.jpg","BlazBlue: Calamity Trigger Portable","PSP","Fighting","Aksys Games","Arc System Works",7.9,0.11,0.07,0.03,0.01,0.01,"3/9/2010"
"15060",15296,"/games/boxart/full_blazblue-continuum-shift-ii_765AmericaFront.jpg","BlazBlue: Continuum Shift II","3DS","Fighting","Aksys Games","Arc System Works",6,0.11,0.05,0.04,0.02,0.01,"5/31/2011"
"15089",15325,"/games/boxart/full_4315490AmericaFrontccc.jpg","Dead or Alive 5 Last Round","XOne","Fighting","Tecmo Koei","Team Ninja",7.5,0.1,0.05,0.01,0.03,0.01,"2/17/2015"
"15113",15349,"/games/boxart/full_1533995AmericaFrontccc.jpg","Battle Fantasia","X360","Fighting","Aksys Games","Arc System Works",7,0.09,0.07,0.01,0,0.01,"9/16/2008"
"15173",15409,"/games/boxart/full_4489495AmericaFrontccc.jpg","BlazBlue: Cross Tag Battle","NS","Fighting","Arc System Works","Arc System Works",8,0.07,0.04,0.01,0.01,0.01,"6/5/2018"
"16558",16818,"/games/boxart/full_6776646AmericaFrontccc.jpg","Minecraft","PS4","Misc","Sony Computer Entertainment","Mojang",9.4,6.33,1.89,0.35,3.13,0.96,"10/7/2014"
"16566",16826,"/games/boxart/full_5372169AmericaFrontccc.jpg","Guitar Hero III: Legends of Rock","PS2","Misc","RedOctane","BudCat Creations",8.2,4.98,3.49,0.01,0.01,1.48,"10/28/2007"
"16567",16827,"/games/boxart/full_2081446AmericaFrontccc.jpg","Guitar Hero III: Legends of Rock","Wii","Misc","RedOctane","Vicarious Visions",8.6,4.6,3.04,0,1.12,0.44,"10/28/2007"
"16568",16828,"/games/boxart/full_8423912AmericaFrontccc.jpg","Guitar Hero III: Legends of Rock","X360","Misc","RedOctane","Neversoft",8.7,4.53,3.19,0.01,0.91,0.42,"10/28/2007"
"16569",16829,"/games/boxart/full_michael-jackson-the-experience_693AmericaFront.jpg","Michael Jackson: The Experience","Wii","Misc","Ubisoft","Ubisoft Montpellier",5.6,4.37,2.64,0.01,1.33,0.39,"11/23/2010"
"16573",16833,"/games/boxart/full_5471499AmericaFrontccc.jpg","Carnival Games","Wii","Misc","Global Star Software","Cat Daddy Games",4.2,4.06,2.12,0.05,1.47,0.42,"8/28/2007"
"16582",16842,"/games/boxart/full_4418677AmericaFrontccc.jpg","Guitar Hero: On Tour","DS","Misc","Activision","Vicarious Visions",7.1,3.46,2.1,0.01,1.01,0.35,"6/22/2008"
"16583",16843,"/games/boxart/4722160ccc.jpg","Crash Bash","PS","Misc","Sony Computer Entertainment","Eurocom Entertainment Software",6.8,3.39,1.56,0.19,1.47,0.17,"11/6/2000"
"16602",16862,"/games/boxart/full_3658270AmericaFrontccc.jpg","Guitar Hero","PS2","Misc","RedOctane","Harmonix Music Systems",8,2.38,1.67,0.03,0.61,0.07,"11/7/2005"
"16607",16867,"/games/boxart/full_7921457AmericaFrontccc.jpg","Guitar Hero III: Legends of Rock","PS3","Misc","RedOctane","Neversoft",8.2,2.25,1.4,0.02,0.53,0.3,"10/28/2007"
"16627",16887,"/games/boxart/full_4371521AmericaFrontccc.jpg","PaRappa The Rapper","PS","Misc","Sony Computer Entertainment","NanaOn-Sha",9.2,1.92,0.26,1.46,0.16,0.03,"10/31/1997"
"16663",16923,"/games/boxart/full_go-vacation_970AmericaFront.jpg","Go Vacation","Wii","Misc","Namco Bandai","Namco Bandai Games",7,1.54,0.42,0.33,0.66,0.13,"10/11/2011"
"16672",16932,"/games/boxart/full_3850570AmericaFrontccc.png","Minecraft","WiiU","Misc","Mojang","4J Studios",5.5,1.47,0.5,0.38,0.49,0.09,"6/17/2016"
"16681",16941,"/games/boxart/full_6967302AmericaFrontccc.jpg","Rayman Raving Rabbids","Wii","Misc","Ubisoft","Ubisoft Montpellier",7.5,1.42,1.22,0.02,0.07,0.11,"11/14/2006"
"16711",16971,"/games/boxart/full_rocksmith_76AmericaFront.jpg","Rocksmith","X360","Misc","Ubisoft","Ubisoft",8,1.13,0.85,0.01,0.19,0.08,"10/18/2011"
"16713",16973,"/games/boxart/full_rocksmith_515AmericaFront.jpg","Rocksmith","PS3","Misc","Ubisoft","Ubisoft",8,1.13,0.53,0.09,0.38,0.13,"10/18/2011"
"16771",17034,"/games/boxart/full_5409259AmericaFrontccc.jpg","Samba De Amigo","Wii","Misc","Sega","Gearbox Software",6.7,0.89,0.41,0.01,0.37,0.09,"9/23/2008"
"16778",17041,"/games/boxart/full_michael-jackson-the-experience_9AmericaFront.jpg","Michael Jackson: The Experience","X360","Misc","Ubisoft","Ubisoft Montreal",5.6,0.87,0.62,0,0.18,0.07,"4/12/2011"
"16782",17045,"/games/boxart/full_967370AmericaFrontccc.jpg","Wii Fit U","WiiU","Misc","Nintendo","Nintendo",7.2,0.86,0.35,0.21,0.24,0.06,"1/10/2014"
"16797",17060,"/games/boxart/full_4976933AmericaFrontccc.jpg","Dead Island: Riptide","X360","Misc","Deep Silver","Techland",5.6,0.79,0.44,0.01,0.27,0.07,"4/23/2013"
"16822",17085,"/games/boxart/full_2169609AmericaFrontccc.jpg","The Evil Within","XOne","Misc","Bethesda Softworks","Tango Gameworks",7.9,0.69,0.36,0,0.27,0.06,"10/14/2014"
"16825",17088,"/games/boxart/full_268880AmericaFrontccc.jpg","Mario Party: The Top 100","3DS","Misc","Nintendo","Nd Cube Co., Ltd.",5,0.69,0.23,0.24,0.17,0.04,"11/10/2017"
"16885",17148,"/games/boxart/full_warioware-diy_8AmericaFront.jpg","WarioWare D.I.Y.","DS","Misc","Nintendo","Intelligent Systems",8.3,0.59,0.17,0.2,0.18,0.04,"3/28/2010"
"16889",17152,"/games/boxart/full_3855340AmericaFrontccc.png","LEGO Worlds","NS","Misc","Warner Bros. Interactive Entertainment","Traveller's Tales",5,0.58,0.21,0,0.33,0.04,"9/5/2017"
"16912",17175,"/games/boxart/full_8174144AmericaFrontccc.jpg","Bust A Groove","PS","Misc","989 Studios","Metro",7.7,0.54,0.09,0.35,0.06,0.04,"10/31/1998"
"16935",17198,"/games/boxart/full_2625194AmericaFrontccc.jpg","Theatrhythm: Final Fantasy","3DS","Misc","Square Enix","Jupiter Multimedia",7.8,0.51,0.22,0.18,0.07,0.03,"7/3/2012"
"16944",17207,"/games/boxart/full_3517674AmericaFrontccc.png","Pokémon Art Academy","3DS","Misc","Nintendo","Headstrong Games",7.8,0.5,0.18,0.17,0.12,0.03,"10/24/2014"
