,Title,Console,Max_Players,Genres,Publishers,Review_Score,US_Sales,Used_Price,Release.Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main...Extras.Average,Length.Main...Extras.Leisure,Length.Main...Extras.Median,Length.Main...Extras.Polled,Length.Main...Extras.Rushed,Length.Main.Story.Average,Length.Main.Story.Leisure,Length.Main.Story.Median,Length.Main.Story.Polled,Length.Main.Story.Rushed,US.Sales..millions.,YearReleased,Publisher,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,X2K,Acclaim,Activision,Atari,Capcom,Disney,Eidos,EA,Infograme,Konami,Microsoft,Midway,Namco,Nintendo,Rockstar,Sony,Sega,THQ,SquareEnix,Ubisoft,Adult,Anime,Arcade,Battlemech,Boardgame,Cards,Casino,Chess,Comics,Cyberpunk,Detective,Fighting,Flight,Helicoptor,HistoricalBattle,Horror,InteractiveFiction,InteractiveFictionGraphics,InteractiveMovie,Managerial,MartialArts,MedievalFantasy,Meditative,MentalTraining,Naval,Paddle,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,Shooter,Spy,Stealth,SurvivalHorror,Tank,Train,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform,Isometric,SideScrolling,TopDown,ThirdPerson
257,Mario Party DS,Nintendo DS,1,"Action,Strategy",Nintendo,72,4.34,27.95,T,8.033333333,13.71666667,6.866666667,10,5.216666667,8,8,8,1,8,8.2,10.96666667,4.533333333,3,5.433333333,7.966666667,13.7,6.866666667,6,5.2,4.34,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",1,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
258,Marvel Ultimate Alliance,Nintendo Wii,4,"Action,Role-Playing (RPG)",Activision,73,0.38,17.95,M,15.25,27.58333333,14,68,10.3,25.38333333,30.05,24.81666667,3,20.73333333,17.63333333,28.93333333,17,26,12.85,12.86666667,20.63333333,12.36666667,39,9.3,0.38,2006,"Activision Publishing, Inc., Interchannel, Ltd.",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,Marvel Ultimate Alliance,PlayStation 3,4,"Action,Role-Playing (RPG)",Activision,78,0.33,24.95,M,15.25,27.58333333,14,68,10.3,25.38333333,30.05,24.81666667,3,20.73333333,17.63333333,28.93333333,17,26,12.85,12.86666667,20.63333333,12.36666667,39,9.3,0.33,2006,"Activision Publishing, Inc.",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,Marvel Ultimate Alliance,Sony PSP,1,"Action,Role-Playing (RPG)",Activision,81,0.34,22.95,E,15.25,27.58333333,14,68,10.3,25.38333333,30.05,24.81666667,3,20.73333333,17.63333333,28.93333333,17,26,12.85,12.86666667,20.63333333,12.36666667,39,9.3,0.34,2006,"Activision Publishing, Inc.",0,0,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,Marvel Ultimate Alliance,X360,4,"Action,Role-Playing (RPG)",Activision,82,2.42,14.95,T,15.25,27.58333333,14,68,10.3,25.38333333,30.05,24.81666667,3,20.73333333,17.63333333,28.93333333,17,26,12.85,12.86666667,20.63333333,12.36666667,39,9.3,2.42,2006,"Activision Publishing, Inc., ATVI France SARL",0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,Mass Effect,X360,1,"Action,Role-Playing (RPG)",Microsoft,91,1.57,17.95,T,28.06666667,113.2666667,25,2300,16.33333333,44.78333333,121.4,40.83333333,379,28.53333333,29.73333333,60.93333333,28,1100,18.76666667,17.38333333,69.96666667,16.5,769,11.53333333,1.57,2007,Microsoft Games Studios,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,Medal of Honor: Airborne,X360,2,Action,EA,73,0.45,17.95,E,6.383333333,9.1,6,81,4.233333333,11,11.43333333,10.75,3,10.55,7.666666667,9.466666667,8.2,17,6.45,5.8,7.616666667,6,61,4.083333333,0.45,2007,"Electronic Arts, Inc.",1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,Mega Man Battle Network 5: Double Team DS,Nintendo DS,1,"Action,Role-Playing (RPG)",Capcom,68,0.06,17.95,E,36.23333333,48.03333333,35,13,28,48.15,52.75,42,3,43.53333333,35.4,39.85,34,5,32.35,29.91666667,34.85,27.48333333,5,24.55,0.06,2005,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
265,Mega Man Maverick Hunter X,Sony PSP,1,Action,Capcom,79,0.25,17.95,E,6.766666667,14.11666667,5.683333333,18,3.466666667,7.45,11.26666667,7.666666667,5,4.116666667,8.05,14.75,7,8,5.25,4.066666667,4.433333333,4,5,3.516666667,0.25,2005,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
266,Mega Man Star Force 2: Zerker X Ninja,Nintendo DS,1,"Action,Role-Playing (RPG)",Capcom,55,0.24,17.95,T,19.71666667,22.01666667,20,11,16.58333333,24,24,24,1,24,21.3,22.51666667,20.41666667,5,20.35,17.28333333,19.23333333,19.25,5,15.8,0.24,2008,"Capcom U.S.A., Inc.",1,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
267,Mega Man Star Force: Dragon,Nintendo DS,1,"Action,Role-Playing (RPG)",Capcom,60,0.41,27.95,T,20.81666667,27.65,20,17,17.35,31.95,33.41666667,31.95,2,30.46666667,24.11666667,26.18333333,25,5,22.26666667,16.95,18.83333333,16.61666667,10,15.55,0.41,2007,"Capcom Entertainment, Inc., CE Europe Ltd.",1,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
268,Mega Man ZX Advent,Nintendo DS,1,Action,Capcom,78,0.22,17.95,T,12.88333333,23.98333333,10.93333333,18,8.383333333,15.93333333,17.9,15.93333333,2,13.96666667,15.81666667,25.23333333,12.96666667,10,12,7,8.6,6.75,6,5.866666667,0.22,2007,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",1,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
269,Mega Man ZX,Nintendo DS,1,Action,Capcom,76,0.14,19.95,T,11.26666667,16.05,10.96666667,22,8.05,15.96666667,16.45,15.96666667,2,15.48333333,13.13333333,16.53333333,11,9,10.75,8.883333333,11.95,8.95,11,6.933333333,0.14,2006,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",1,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
270,Mercenaries 2: World in Flames,PlayStation 3,1,Action,EA,72,0.27,15.95,E,22.86666667,37.28333333,20.26666667,18,14.78333333,37,43.25,30,3,30.75,24.66666667,26.33333333,24.5,6,22.28333333,16.95,19,18,9,12.73333333,0.27,2008,"Electronic Arts, Inc.",1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,Mercenaries 2: World in Flames,X360,1,Action,EA,72,0.66,14.95,E,22.86666667,37.28333333,20.26666667,18,14.78333333,37,43.25,30,3,30.75,24.66666667,26.33333333,24.5,6,22.28333333,16.95,19,18,9,12.73333333,0.66,2008,"Electronic Arts, Inc.",1,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,Metal Gear Ac!d,Sony PSP,1,Strategy,Konami,75,0.34,17.95,E,25.38333333,51.65,21.26666667,18,19.16666667,80,80,80,1,80,24.83333333,27.48333333,25.1,6,21.91666667,20.7,23.6,20.78333333,11,17.88333333,0.34,2004,"Konami Corporation, Konami of Europe GmbH, Konami Digital Entertainment, Inc.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,1,Action,Konami,94,2.58,22.95,T,19.86666667,49.68333333,18.9,691,11.03333333,28.56666667,47.38333333,27,25,23.38333333,22.4,50.75,20.65,153,16.78333333,18.68333333,32.21666667,18.16666667,513,10.56666667,2.58,2008,"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
274,Metal Gear Solid: Portable Ops,Sony PSP,1,"Action,Strategy",Konami,87,0.39,17.95,T,13.35,21.35,12.08333333,66,9.183333333,30,30,30,1,30,16.48333333,22.88333333,15.05,19,12.48333333,11.68333333,17.31666667,11.58333333,46,8.65,0.39,2006,"Konami Corporation, Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
275,Metal Slug Anthology,Nintendo Wii,4,Action,,73,0.11,16.95,T,7.483333333,11.11666667,7,15,5.283333333,8.5,9.25,8.5,2,7.75,11,13,11,2,9,6.666666667,10.16666667,6,11,4.833333333,0.11,2006,"Ignition Entertainment Ltd., SNK Playmore Corp., SNK Playmore USA Corp.",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,Meteos,Nintendo DS,1,Strategy,Nintendo,88,0.16,15.95,E,17.26666667,26.58333333,14.1,13,10.33333333,23.75,30.61666667,23.75,2,16.86666667,20.41666667,25.4,21.21666667,7,13.9,8.516666667,11.05,7.5,4,6.5,0.16,2005,"Bandai Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Metroid Prime 3: Corruption,Nintendo Wii,1,Action,Nintendo,90,0.91,19.95,T,15.98333333,26.96666667,15.55,114,11.9,18.86666667,28.43333333,18.5,27,13.35,16.2,19.96666667,16.7,45,13.3,13.9,17.1,14,42,11.11666667,0.91,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
278,Metroid Prime Pinball,Nintendo DS,1,"Action,Simulation",Nintendo,79,0.22,17.95,E,5.566666667,8.633333333,5,7,3.283333333,8.666666667,10.41666667,9,3,6.916666667,5,5,5,1,5,2.683333333,3.366666667,2.766666667,3,2.016666667,0.22,2005,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
279,Metroid Prime: Hunters,Nintendo DS,1,Action,Nintendo,85,0.58,27.95,E,9.3,13.76666667,8.733333333,32,6.85,15.25,16.88333333,15.25,2,13.61666667,9.05,10.95,8.783333333,12,7.766666667,8.8,11.85,8.633333333,18,6.7,0.58,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",1,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
280,Midnight Club 3: DUB Edition,Sony PSP,1,Racing / Driving,Rockstar,74,1.69,14.95,T,39,46.75,48,9,29.25,48.86666667,49.4,48.75,4,48.4,49,49.5,49,2,48.5,19.16666667,21.16666667,19.5,3,17.16666667,1.69,2005,"Rockstar Games, Inc.",1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
281,Midnight Club: Los Angeles,PlayStation 3,1,Racing / Driving,Rockstar,82,1.09,22.95,M,30.66666667,42.06666667,31.03333333,10,21.41666667,35,35,35,1,35,35.86666667,44.11666667,34,5,23.46666667,23.1,26.68333333,23.61666667,4,19.28333333,1.09,2008,"Rockstar Games, Inc.",1,0,2,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
282,Midnight Club: Los Angeles,X360,1,Racing / Driving,Rockstar,81,1.15,22.95,E,30.66666667,42.06666667,31.03333333,10,21.41666667,35,35,35,1,35,35.86666667,44.11666667,34,5,23.46666667,23.1,26.68333333,23.61666667,4,19.28333333,1.15,2008,"Rockstar Games, Inc.",1,0,3,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
283,Mirror's Edge,PlayStation 3,1,Action,EA,79,0.29,14.95,T,7.016666667,34.83333333,6.333333333,1100,4.333333333,13.73333333,37.43333333,10,49,8.433333333,8.483333333,21.61666667,8,203,6.116666667,6.316666667,11.56666667,6,895,4.066666667,0.29,2008,"Electronic Arts, Inc.",0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284,Mirror's Edge,X360,1,Action,EA,79,0.5,14.95,T,7.016666667,34.83333333,6.333333333,1100,4.333333333,13.73333333,37.43333333,10,49,8.433333333,8.483333333,21.61666667,8,203,6.116666667,6.316666667,11.56666667,6,895,4.066666667,0.5,2008,"Electronic Arts, Inc.",0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,Monster Hunter Freedom 2,Sony PSP,1,"Action,Strategy",Capcom,72,0.38,12.95,T,136.0166667,277.5666667,68,5,70,453.1333333,453.1333333,453.1333333,1,453.1333333,63,68.25,68,3,57.75,38,38,38,1,38,0.38,2007,"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",1,0,3,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
