,Name,Platform,Max_Players,Genre,Publisher,Review_Score,Used_Price,Age_Rating,Length_Average,Length_Leisure,Length_Median,Length_Polled,Length_Rushed,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Sequel,Online,Licensed,Handheld,Multiplatform,Third_Person
1,300: March to Glory,PSP,1,Action,Warner Bros. Interactive Entertainment,55,14.95,M,7.4,7.4,7.4,1,7.4,2007,0.27,0.08,0,0.07,0.41,7.1,14,0,0,1,1,0,1
2,7 Wonders of the Ancient World,DS,1,Puzzle,Funsta,60,17.95,E,7.483333333,11.83333333,4.85,4,4.466666667,2007,0.1,0.01,0,0.01,0.13,8.3,48,0,0,0,1,1,1
3,7 Wonders of the Ancient World,PSP,1,Puzzle,Mumbo Jumbo,51,17.95,E,7.483333333,11.83333333,4.85,4,4.466666667,2007,0.07,0,0,0.01,0.08,8.3,48,0,0,0,1,1,1
4,Ace Combat 6: Fires of Liberation,X360,1,Simulation,Atari,80,19.95,T,13.45,17.3,13.75,14,9.116666667,2007,0.69,0.04,0.22,0.06,1.01,7.9,101,1,1,0,0,0,1
5,Ace Combat X: Skies of Deception,PSP,1,Simulation,Namco Bandai Games,75,22.95,T,4.883333333,8.5,4.116666667,14,3.083333333,2006,0.37,0.3,0.12,0.19,0.99,8.3,30,1,1,0,1,0,0
6,Advance Wars: Days of Ruin,DS,4,Strategy,Nintendo,86,17.95,E10+,33.93333333,68.98333333,22,35,19.48333333,2008,0.43,0.12,0,0.05,0.61,8.7,96,1,1,0,1,0,0
7,Advance Wars: Dual Strike,DS,1,Strategy,Nintendo,90,17.95,E,70.36666667,249.55,27.83333333,34,33.55,2005,0.3,0.02,0.04,0.03,0.39,9,163,1,0,0,1,0,0
8,Afrika,PS3,1,Adventure,Unknown,63,47.95,E10+,28.26666667,32.75,30.43333333,8,22.66666667,2008,0.12,0,0.08,0.01,0.22,6.2,34,0,0,0,0,0,1
9,Agatha Christie: And Then There Were None,Wii,1,Adventure,The Adventure Company,50,17.95,T,7.933333333,9.85,7.5,6,6.433333333,2008,0.06,0.01,0,0.01,0.07,6.2,12,0,0,1,0,0,1
10,Agatha Christie: Evil Under the Sun,Wii,1,Adventure,The Adventure Company,46,17.95,T,7.616666667,8.433333333,7.616666667,2,6.8,2008,0.06,0.01,0,0.01,0.08,7.3,6,1,0,1,0,0,1
11,Age of Empires: Mythologies,DS,1,Strategy,THQ,78,17.95,E10+,16.6,18.3,16.6,2,14.9,2008,0.16,0.03,0,0.02,0.21,6.9,20,1,0,0,1,0,0
12,Age of Empires: The Age of Kings,DS,1,Strategy,THQ,80,17.95,E10+,57.85,156.95,50,38,32.78333333,2006,0.18,0.02,0,0.02,0.22,7.9,59,1,0,0,1,0,0
13,Alex Rider: Stormbreaker,DS,1,Action,THQ,48,12.95,T,6.5,6.5,6.5,1,6.5,2006,0.06,0,0,0,0.07,6.1,10,0,0,1,1,1,1
14,Alien Syndrome,PSP,1,Role-Playing,Sega,51,12.95,T,2.783333333,2.983333333,3,3,2.566666667,2007,0.07,0,0,0.01,0.08,6,9,1,1,0,1,1,1
15,Alien Syndrome,Wii,4,Role-Playing,Sega,48,12.95,T,2.783333333,2.983333333,3,3,2.566666667,2007,0.05,0,0,0,0.06,7.1,23,0,0,0,0,1,1
16,All-Pro Football 2K8,PS3,6,Sports,Take-Two Interactive,73,9.95,E10+,12,12,12,1,12,2007,0.14,0,0,0.01,0.15,7.3,21,1,1,1,0,1,1
17,All-Pro Football 2K8,X360,4,Sports,Take-Two Interactive,75,7.95,E10+,12,12,12,1,12,2007,0.24,0,0,0.02,0.26,6.8,52,1,1,1,0,1,1
18,Alone in the Dark,Wii,1,Adventure,Atari,39,14.95,M,6.6,9.166666667,6.116666667,18,4.333333333,2008,0.09,0.08,0,0.02,0.18,4.4,34,0,0,0,0,1,1
19,Alone in the Dark,X360,1,Adventure,Atari,58,14.95,M,6.6,9.166666667,6.116666667,18,4.333333333,2008,0.14,0.3,0,0.05,0.48,5.7,162,0,0,0,0,1,1
20,Amped 3,X360,1,Sports,Take-Two Interactive,72,14.95,T,8.566666667,9.883333333,9,9,6.383333333,2005,0.13,0.02,0,0.01,0.16,7.1,36,1,0,0,0,0,1
21,Animal Crossing: City Folk,Wii,1,Simulation,Nintendo,73,29.95,E,191.25,431.4833333,65,15,74.05,2008,1.82,1.12,1.32,0.36,4.62,7.6,119,1,1,0,0,0,1
22,Animal Crossing: Wild World,DS,1,Simulation,Nintendo,86,24.95,E,168.9666667,437.3666667,80.53333333,24,72.36666667,2005,2.5,3.45,5.33,0.86,12.13,8.7,242,1,1,0,1,0,1
23,Ape Escape Academy,PSP,4,Misc,Sony Computer Entertainment,51,14.95,E10+,1.883333333,1.883333333,1.883333333,1,1.883333333,2004,0.13,0.15,0,0.05,0.33,5.8,4,1,1,0,1,0,1
24,Apollo Justice: Ace Attorney,DS,1,Adventure,Capcom,78,24.95,T,19.85,25.5,19.93333333,96,13.95,2008,0.28,0.04,0.64,0.03,0.99,8.1,84,1,0,0,1,0,0
25,Armored Core 4,PS3,2,Simulation,505 Games,65,19.95,T,20.6,22.65,20,5,19.15,2006,0.09,0,0.09,0.01,0.2,6.8,25,1,1,0,0,1,1
26,Armored Core 4,X360,2,Simulation,505 Games,65,17.95,T,20.6,22.65,20,5,19.15,2007,0.19,0.01,0.03,0.02,0.25,7.2,31,1,1,0,0,1,1
27,Armored Core: For Answer,PS3,1,Simulation,Ubisoft,62,29.95,T,56.88333333,192.8333333,14.5,12,21.51666667,2008,0.06,0.02,0.1,0.01,0.19,7.6,31,1,0,0,0,1,1
28,Armored Core: For Answer,X360,1,Simulation,Ubisoft,64,24.95,T,56.88333333,192.8333333,14.5,12,21.51666667,2008,0.06,0.01,0.07,0.01,0.15,7.7,38,1,1,0,0,1,1
29,Army of Two,PS3,2,Shooter,Electronic Arts,74,16.95,M,6.8,11.63333333,6.75,85,5.383333333,2008,0.74,0.26,0.02,0.15,1.17,7.3,118,0,1,0,0,1,1
30,Army of Two,X360,2,Shooter,Electronic Arts,72,16.95,M,6.8,11.63333333,6.75,85,5.383333333,2008,1.09,0.37,0.02,0.16,1.64,7.6,233,0,1,0,0,1,1
31,Asphalt: Urban GT,DS,1,Racing,Ubisoft,60,14.95,E,12.4,13.7,12.4,2,11.1,2004,0.31,0.22,0,0.06,0.59,7.5,13,0,0,0,1,0,1
32,Assassin's Creed,PS3,1,Adventure,Ubisoft,81,17.95,M,18.75,56.7,17,1100,11.93333333,2007,1.91,2,0.09,0.82,4.82,7.3,769,0,0,0,0,1,1
33,Assassin's Creed,X360,1,Adventure,Ubisoft,81,16.95,M,18.75,56.7,17,1100,11.93333333,2007,3.28,1.64,0.07,0.56,5.54,7.7,1074,0,0,0,0,1,1
34,Astonishia Story,PSP,1,Role-Playing,Ubisoft,48,16.95,E10+,19.05,20.18333333,19.15,3,17.91666667,2006,0.03,0,0,0,0.03,4.9,18,0,0,0,1,0,0
35,Avalon Code,DS,1,Role-Playing,Rising Star Games,71,27.95,E10+,31.5,49.83333333,23.85,6,21.36666667,2008,0.11,0,0.12,0.01,0.24,7.4,13,0,0,0,1,0,0
36,Avatar: The Last Airbender,DS,1,Adventure,THQ,64,17.95,E,4.75,6.433333333,5,11,2.6,2006,0.3,0.01,0,0.03,0.33,6.4,7,0,0,1,1,1,0
37,Avatar: The Last Airbender,PSP,1,Adventure,THQ,57,17.95,E10+,4.75,6.433333333,5,11,2.6,2006,0.1,0,0,0.01,0.11,6.3,10,0,0,1,1,1,0
38,Bangai-O Spirits,DS,1,Shooter,D3Publisher,83,14.95,E10+,11.75,15.55,10.5,4,8.55,2008,0.07,0,0,0.01,0.08,8.1,27,0,0,0,1,0,1
39,Banjo-Kazooie: Nuts & Bolts,X360,1,Platform,Microsoft Game Studios,79,17.95,E10+,26.93333333,71.6,19.45,34,17.45,2008,0.32,0.35,0,0.08,0.76,6,233,1,1,0,0,0,1
40,Baroque,Wii,1,Role-Playing,Rising Star Games,50,19.95,T,7.783333333,10.38333333,7.783333333,2,5.183333333,2008,0.07,0,0,0.01,0.07,8.1,24,0,0,0,0,1,1
41,Battle Fantasia,X360,2,Fighting,505 Games,71,22.95,T,1.133333333,1.533333333,1.05,6,0.683333333,2008,0.07,0,0.01,0.01,0.09,6.6,8,0,1,0,0,0,1
42,Battlefield 2: Modern Combat,X360,4,Shooter,Electronic Arts,77,16.95,T,7.316666667,8.1,6.933333333,4,6.716666667,2005,0.35,0.02,0.01,0.03,0.41,7.3,79,1,1,0,0,1,1
43,Battlefield: Bad Company,PS3,1,Shooter,Electronic Arts,84,17.95,T,8.266666667,35.18333333,7,344,5.083333333,2008,0.76,0.35,0.05,0.18,1.34,8.1,203,0,1,0,0,1,0
44,Battlefield: Bad Company,X360,1,Shooter,Electronic Arts,83,16.95,T,8.266666667,35.18333333,7,344,5.083333333,2008,0.81,0.46,0.04,0.15,1.46,7.7,263,1,1,0,0,1,0
45,Battles of Prince of Persia,DS,1,Strategy,Ubisoft,64,14.95,E10+,8.5,10.38333333,8,3,6.616666667,2005,0.1,0.01,0,0.01,0.12,7.7,14,1,0,0,1,0,0
46,Battlestations: Midway,X360,1,Strategy,Eidos Interactive,73,17.95,T,7.966666667,10.16666667,8.716666667,15,5.716666667,2007,0.21,0.02,0,0.02,0.26,7.1,40,0,1,0,0,0,1
47,Beautiful Katamari,X360,1,Puzzle,Namco Bandai Games,73,17.95,E,14.55,55.13333333,6,33,6.3,2007,0.14,0.02,0.15,0.02,0.32,7,40,1,1,0,0,0,1
48,Bee Movie Game,DS,1,Action,Activision,58,17.95,E,5.766666667,6.266666667,5.633333333,4,5.35,2007,0.41,0,0,0.03,0.45,8.2,37,0,0,1,1,1,1
49,Bee Movie Game,Wii,2,Action,Activision,62,14.95,E,5.766666667,6.266666667,5.633333333,4,5.35,2007,0.3,0.01,0,0.03,0.33,7.6,7,0,0,1,0,1,1
50,Bee Movie Game,X360,2,Action,Activision,71,12.95,E,5.766666667,6.266666667,5.633333333,4,5.35,2007,0.16,0,0,0.01,0.17,5.8,13,0,0,1,0,1,1
51,Beijing 2008,X360,4,Sports,Sega,60,14.95,E,5.5,5.5,5.5,1,5.5,2008,0.15,0.38,0,0.07,0.59,5.2,9,1,1,1,0,0,1
52,Beowulf: The Game,PS3,1,Action,Ubisoft,51,12.95,M,10.85,14.23333333,8.083333333,5,7.816666667,2007,0.14,0.01,0,0.01,0.16,5.2,17,0,0,1,0,1,1
53,Beowulf: The Game,X360,1,Action,Ubisoft,51,12.95,M,10.85,14.23333333,8.083333333,5,7.816666667,2007,0.36,0.01,0,0.03,0.4,4.7,30,0,0,1,0,1,1
54,Big Brain Academy,DS,1,Misc,Nintendo,74,16.95,E,9.166666667,14.06666667,7.133333333,9,4.566666667,2005,1.66,2.75,1.6,0.62,6.62,7.4,27,0,0,0,1,0,0
55,Big Brain Academy: Wii Degree,Wii,8,Misc,Nintendo,68,19.95,E,20,20,20,1,20,2007,1.05,1.91,0.41,0.42,3.79,6.9,39,0,0,0,0,0,0
56,Bionicle Heroes,DS,1,Shooter,Eidos Interactive,72,16.95,T,15.3,27.05,12.88333333,11,9.4,2006,0.06,0,0,0,0.06,6.4,15,0,0,1,1,1,0
57,Bionicle Heroes,Wii,1,Shooter,Eidos Interactive,52,17.95,E10+,15.3,27.05,12.88333333,11,9.4,2007,0.03,0,0,0,0.04,5.8,5,0,0,1,0,1,1
58,Bionicle Heroes,X360,1,Shooter,Eidos Interactive,59,14.95,E10+,15.3,27.05,12.88333333,11,9.4,2006,0.05,0.01,0,0.01,0.07,5.9,22,0,0,1,0,1,1
59,BioShock,PS3,1,Shooter,Take-Two Interactive,94,17.95,M,14.66666667,32.33333333,13.5,1900,9.533333333,2008,0.75,0.46,0.01,0.2,1.42,8.7,881,0,0,0,0,1,0
60,BioShock,X360,1,Shooter,Take-Two Interactive,96,16.95,M,14.66666667,32.33333333,13.5,1900,9.533333333,2007,1.65,0.85,0.05,0.28,2.83,8.9,2249,0,0,0,0,1,0
61,Blade Dancer: Lineage of Light,PSP,1,Role-Playing,Atari,60,16.95,E10+,29.28333333,29.68333333,29.5,3,28.86666667,2006,0.05,0,0,0,0.06,6.9,16,0,1,0,1,0,1
62,Bladestorm: The Hundred Years' War,PS3,1,Action,Tecmo Koei,58,44.95,T,51.25,53.11666667,51.25,2,49.36666667,2007,0.1,0.03,0.14,0.02,0.28,7.9,28,0,0,0,0,1,1
63,Bladestorm: The Hundred Years' War,X360,1,Action,Tecmo Koei,63,34.95,T,51.25,53.11666667,51.25,2,49.36666667,2007,0.08,0.01,0,0.01,0.09,6.8,16,0,0,0,0,1,1
64,Blazing Angels 2: Secret Missions of WWII,PS3,2,Simulation,Ubisoft,70,22.95,T,13,14.86666667,12.5,4,11.36666667,2007,0.1,0.03,0,0.02,0.15,7.2,12,1,1,0,0,1,1
65,Blazing Angels 2: Secret Missions of WWII,X360,2,Simulation,Ubisoft,72,16.95,T,13,14.86666667,12.5,4,11.36666667,2007,0.11,0.02,0,0.01,0.14,7.8,12,1,1,0,0,1,1
66,Bleach: The Blade of Fate,DS,1,Fighting,Sega,83,17.95,T,18.61666667,37.4,9,9,8.733333333,2007,0.29,0.01,0.12,0.03,0.45,7.5,23,1,0,1,1,0,1
67,Blitz: The League II,PS3,2,Sports,Midway Games,62,14.95,M,20,21,20,2,19,2008,0.11,0.02,0,0.02,0.15,7.5,15,1,1,0,0,1,1
68,Blitz: The League II,X360,2,Sports,Midway Games,68,12.95,M,20,21,20,2,19,2008,0.08,0.01,0,0.01,0.1,7.2,13,1,1,0,0,1,1
69,Blitz: The League,X360,2,Sports,Midway Games,69,14.95,M,15,15,15,1,15,2006,0.15,0,0,0.01,0.16,6.5,14,0,1,0,0,0,0
70,Blue Dragon,X360,1,Role-Playing,Microsoft Game Studios,79,14.95,T,59.91666667,88.16666667,51.71666667,68,42.53333333,2006,0.3,0.32,0.21,0.08,0.92,7.8,161,0,0,0,0,0,1
71,Bomberman Land Touch!,DS,1,Puzzle,Rising Star Games,78,24.95,E,16.41666667,21.85,15,3,10.98333333,2006,0.04,0,0.04,0,0.08,7.8,13,1,1,0,1,0,0
72,Bomberman,DS,1,Puzzle,Ubisoft,75,17.95,E,3.333333333,4.133333333,3.2,7,2.633333333,2005,0.1,0.01,0.03,0.01,0.15,7,12,1,0,0,1,1,0
73,Bomberman,PSP,1,Puzzle,Konami Digital Entertainment,73,12.95,E,3.333333333,4.133333333,3.2,7,2.633333333,2008,0.14,0,0,0.01,0.15,7,7,1,1,0,1,1,1
74,Boom Blox,Wii,4,Puzzle,Electronic Arts,85,24.95,E,6.4,8.35,7,5,4.85,2008,0.71,0.38,0,0.12,1.21,8.6,105,0,0,0,0,0,1
75,Brothers in Arms: Hell's Highway,PS3,1,Shooter,Ubisoft,76,19.95,M,8.966666667,13.76666667,8.1,59,7.266666667,2008,0.44,0.34,0,0.15,0.93,8,70,1,1,0,0,1,1
76,Brothers in Arms: Hell's Highway,X360,1,Shooter,Ubisoft,76,17.95,M,8.966666667,13.76666667,8.1,59,7.266666667,2008,0.47,0.3,0,0.09,0.87,8.3,149,1,1,0,0,1,1
77,Bullet Witch,X360,1,Shooter,Atari,55,16.95,M,8.533333333,11.5,7.5,12,5.5,2006,0.07,0.01,0.02,0.01,0.1,6.1,41,0,0,0,0,0,1
78,Bully: Scholarship Edition,Wii,2,Action,Take-Two Interactive,83,17.95,T,18.8,28.03333333,17.35,251,12.03333333,2008,0.17,0.28,0,0.06,0.5,8.4,60,0,0,0,0,1,1
79,Bully: Scholarship Edition,X360,1,Action,Take-Two Interactive,80,17.95,T,18.8,28.03333333,17.35,251,12.03333333,2008,0.53,0.4,0.03,0.11,1.06,8.3,154,0,0,0,0,1,1
80,Burnout Dominator,PSP,4,Racing,Electronic Arts,76,17.95,E10+,17.58333333,19.75,18.36666667,8,14.98333333,2007,0.02,0.38,0.01,0.05,0.45,8.2,27,1,1,0,1,1,1
81,Burnout Legends,DS,1,Racing,Electronic Arts,38,17.95,E,12.83333333,18.2,12,14,9,2005,0.15,0.02,0,0.01,0.18,6,59,0,0,0,1,1,1
82,Burnout Legends,PSP,1,Racing,Electronic Arts,86,14.95,E10+,12.83333333,18.2,12,14,9,2005,0.7,0.05,0,0.08,0.84,8.4,108,1,1,0,1,1,1
83,Burnout Paradise,PS3,1,Racing,Electronic Arts,87,17.95,E10+,27.15,136.7833333,20,145,14.78333333,2008,1.01,0.62,0.02,0.29,1.94,7.7,455,1,1,0,0,0,1
84,Cake Mania,DS,1,Puzzle,Majesco Entertainment,55,16.95,E,6,7.083333333,5.866666667,4,4.966666667,2007,0.09,0.01,0,0.01,0.11,6.1,7,0,0,0,1,0,1
85,Call of Duty 2,X360,4,Shooter,Activision,89,17.95,T,9.233333333,14.55,9,210,6.55,2005,1.82,0.04,0.01,0.16,2.03,8.1,307,1,1,0,0,0,0
86,Call of Duty 3,PS3,1,Shooter,Activision,80,19.95,T,8.816666667,12.81666667,8.45,96,6.816666667,2006,0.6,0.62,0.03,0.26,1.5,6.9,92,1,1,0,0,1,0
87,Call of Duty 3,Wii,1,Shooter,Activision,69,19.95,T,8.816666667,12.81666667,8.45,96,6.816666667,2006,1.17,0.84,0,0.23,2.24,6.7,61,1,0,0,0,1,0
88,Call of Duty 3,X360,2,Shooter,Activision,82,16.95,T,8.816666667,12.81666667,8.45,96,6.816666667,2006,1.49,0.92,0.02,0.27,2.7,6.5,233,1,1,0,0,1,0
89,Call of Duty 4: Modern Warfare,DS,1,Shooter,Activision,75,19.95,T,8.016666667,28.75,7,615,4.75,2007,0.95,0.01,0.01,0.08,1.05,6.9,36,0,0,0,1,1,0
90,Call of Duty 4: Modern Warfare,PS3,4,Shooter,Activision,94,24.95,M,8.016666667,28.75,7,615,4.75,2007,3.11,2.26,0.28,1.03,6.68,8.4,993,1,1,0,0,1,0
91,Call of Duty 4: Modern Warfare,X360,4,Shooter,Activision,94,29.95,M,8.016666667,28.75,7,615,4.75,2007,5.93,2.36,0.13,0.9,9.31,8.4,1320,1,1,0,0,1,0
92,Call of Duty: Roads to Victory,PSP,1,Shooter,Activision,64,24.95,T,5.75,7,6.25,11,4.583333333,2007,0.52,1.02,0,0.59,2.13,7.5,30,1,1,0,1,0,0
93,Call of Duty: World at War,PS3,4,Shooter,Activision,85,29.95,M,10.28333333,154.5666667,8,268,5.983333333,2008,2.73,1.83,0,0.83,5.39,7.6,409,1,1,0,0,1,0
94,Call of Duty: World at War,Wii,2,Shooter,Activision,83,29.95,M,10.28333333,154.5666667,8,268,5.983333333,2008,1.17,0.58,0,0.18,1.94,7.6,78,1,1,0,0,1,0
95,Call of Duty: World at War,X360,4,Shooter,Activision,84,29.95,M,10.28333333,154.5666667,8,268,5.983333333,2008,4.81,1.88,0,0.69,7.38,7.6,580,1,1,0,0,1,0
96,Call of Juarez,X360,1,Shooter,Ubisoft,71,14.95,M,8.633333333,20.8,8.2,98,6.75,2007,0.14,0.02,0,0.01,0.18,6.9,46,0,1,0,0,0,0
97,Capcom Classics Collection Remixed,PSP,1,Misc,Capcom,72,17.95,T,35.66666667,35.66666667,35.66666667,1,35.66666667,2005,0.27,0,0,0.02,0.3,7,5,0,1,0,1,0,1
98,Cartoon Network Racing,DS,1,Action,Game Factory,55,14.95,E,14.86666667,14.86666667,14.86666667,1,14.86666667,2006,0.04,0,0,0,0.05,5.5,0,0,0,1,1,0,1
99,Castlevania Judgment,Wii,2,Fighting,Konami Digital Entertainment,49,17.95,T,7.783333333,9.433333333,6,3,6.133333333,2008,0.12,0.02,0.01,0.01,0.16,5.9,56,0,1,0,0,0,0
100,Castlevania: Dawn of Sorrow,DS,1,Platform,Konami Digital Entertainment,89,17.95,T,16.03333333,62.45,13,130,9.75,2005,0.34,0.03,0.03,0.03,0.43,8.5,171,1,0,0,1,0,1
101,Castlevania: Order of Ecclesia,DS,1,Platform,Konami Digital Entertainment,85,24.95,T,14.76666667,29.28333333,13.33333333,85,9.166666667,2008,0.27,0.02,0.04,0.03,0.36,8.7,111,1,1,0,1,0,0
102,Castlevania: Portrait of Ruin,DS,1,Platform,Konami Digital Entertainment,85,17.95,T,13.13333333,26.01666667,12,80,8.383333333,2006,0.31,0.02,0.04,0.03,0.4,8.3,87,1,1,0,1,0,1
103,Castlevania: The Dracula X Chronicles,PSP,2,Platform,Konami Digital Entertainment,80,16.95,T,8.566666667,17.31666667,7.5,24,4.75,2007,0.22,0.09,0.04,0.07,0.41,7.8,62,1,1,0,1,0,0
104,Chicken Hunter,DS,1,Shooter,Phoenix Games,39,17.95,E10+,1.5,1.5,1.5,1,1.5,2008,0.02,0,0,0,0.02,3.9,0,0,0,0,1,0,0
105,Chicken Shoot,Wii,2,Action,Zoo Digital Publishing,27,12.95,E10+,0.616666667,0.683333333,0.616666667,2,0.55,2007,0.32,0,0,0.02,0.35,4.8,26,0,0,0,0,1,0
106,Children of Mana,DS,1,Role-Playing,Nintendo,65,16.95,E10+,22.55,35.83333333,22.11666667,29,16.58333333,2006,0.16,0.01,0.29,0.01,0.48,6,21,1,0,0,1,0,1
107,Chromehounds,X360,1,Simulation,Sega,71,14.95,T,32.66666667,48.16666667,16,3,17.16666667,2006,0.24,0,0.01,0.02,0.28,7,72,0,1,0,0,0,1
108,Chrono Trigger,DS,2,Role-Playing,Square Enix,92,17.95,E10+,28.25,69.41666667,25,535,18.3,2008,0.61,0.16,0.49,0.08,1.34,8.9,440,0,0,0,1,0,0
109,Clubhouse Games,DS,1,Misc,Nintendo,83,17.95,E,20,20,20,1,20,2005,0.59,1.79,0.73,0.34,3.45,8.4,28,0,1,0,1,0,0
110,Code Lyoko,DS,1,Action,Game Factory,63,11.95,E10+,7.733333333,8.75,7,3,6.7,2007,0.03,0.01,0,0,0.05,6.8,13,0,0,1,1,0,1
111,Code Lyoko: Quest for Infinity,Wii,1,Action,Game Factory,58,17.95,E10+,5.8,5.8,5.8,1,5.8,2007,0.07,0.01,0,0.01,0.09,8.5,8,0,0,1,0,0,1
112,Coded Arms,PSP,1,Shooter,Konami Digital Entertainment,59,12.95,T,7.066666667,8.266666667,6,5,5.583333333,2005,0.28,0.29,0,0.17,0.75,6.5,61,0,1,0,1,0,0
113,Coded Arms: Contagion,PSP,1,Shooter,Konami Digital Entertainment,56,14.95,T,9.85,10.45,10,3,9.25,2007,0.05,0,0,0.01,0.06,6.6,28,1,0,0,1,0,0
114,College Hoops 2K6,X360,1,Sports,Take-Two Interactive,70,6.95,E,1.55,1.783333333,1.566666667,3,1.333333333,2006,0.11,0,0,0.01,0.12,7.3,11,1,0,1,0,1,1
115,Command & Conquer 3: Kane's Wrath,X360,1,Strategy,Electronic Arts,75,17.95,T,9.766666667,12.81666667,9.5,20,7.316666667,2008,0.16,0.06,0,0.02,0.24,8.4,153,1,1,0,0,0,1
116,Command & Conquer 3: Tiberium Wars,X360,1,Strategy,Electronic Arts,82,24.95,T,26.3,35.31666667,25,41,18.33333333,2007,0.35,0.04,0,0.03,0.42,8.3,381,1,1,0,0,0,1
117,Command & Conquer: Red Alert 3,X360,1,Strategy,Electronic Arts,77,14.95,T,14.7,28.18333333,11.36666667,27,10.01666667,2008,0.18,0.23,0,0.05,0.45,7,452,1,1,0,0,0,1
118,Conan,PS3,1,Action,THQ,69,17.95,M,7.183333333,13.28333333,6,28,5.566666667,2007,0.13,0.15,0,0.05,0.34,7.2,40,0,0,1,0,1,1
119,Conan,X360,1,Action,THQ,69,14.95,M,7.183333333,13.28333333,6,28,5.566666667,2007,0.16,0.02,0,0.01,0.19,7.3,67,0,0,1,0,1,1
120,Condemned 2: Bloodshot,PS3,1,Action,Sega,82,14.95,M,10.15,22.4,9.5,49,7.9,2008,0.17,0.16,0,0.06,0.39,8.1,89,1,1,0,0,1,0
121,Condemned 2: Bloodshot,X360,1,Action,Sega,80,14.95,M,10.15,22.4,9.5,49,7.9,2008,0.38,0.19,0,0.06,0.63,8.4,178,1,1,0,0,1,0
122,Condemned: Criminal Origins,X360,1,Action,Sega,81,14.95,M,8.166666667,14.86666667,7.55,156,5.916666667,2005,0.36,0.02,0,0.03,0.41,8.2,146,0,0,0,0,0,0
123,Conflict: Denied Ops,PS3,4,Shooter,Eidos Interactive,51,17.95,M,6.383333333,9.133333333,5.666666667,11,5,2008,0.05,0.1,0,0.03,0.19,3.1,25,0,1,0,0,0,0
124,Conflict: Denied Ops,X360,4,Shooter,Eidos Interactive,52,12.95,M,6.383333333,9.133333333,5.666666667,11,5,2008,0.08,0.09,0,0.02,0.19,4.9,22,0,1,0,0,0,0
125,Contact,DS,1,Role-Playing,Rising Star Games,73,14.95,E10+,15.6,21.03333333,14.58333333,20,11.03333333,2006,0.07,0,0.03,0.01,0.1,8.2,35,0,1,0,1,0,1
126,Contra 4,DS,1,Shooter,Konami Digital Entertainment,83,17.95,T,7.366666667,17.91666667,3.116666667,12,3.116666667,2007,0.28,0,0.01,0.02,0.3,8.4,45,1,0,0,1,0,0
127,Cooking Mama,DS,1,Simulation,505 Games,67,17.95,E,8.633333333,10.9,7,5,6.783333333,2006,3.07,1.91,0.07,0.57,5.63,7.2,21,0,0,0,1,0,0
128,Cooking Mama: Cook Off,Wii,2,Simulation,505 Games,61,14.95,E,3.4,3.4,3.4,1,3.4,2007,1.41,1.12,0.05,0.3,2.89,5.3,23,1,0,0,0,0,0
129,Crackdown,X360,1,Shooter,Microsoft Game Studios,83,14.95,M,16.66666667,44.75,12.33333333,67,10.25,2007,1,0.53,0.03,0.18,1.75,8,340,0,1,0,0,0,1
130,Crash of the Titans,DS,1,Action,Vivendi Games,73,17.95,E,7.75,9.05,8,19,5.716666667,2007,0.42,0.02,0,0.04,0.48,5.9,10,0,0,0,1,0,1
131,Crash of the Titans,Wii,2,Action,Vivendi Games,69,17.95,E10+,7.75,9.05,8,19,5.716666667,2007,0.39,0.02,0,0.03,0.45,5.8,22,1,0,0,0,1,1
132,Crash of the Titans,X360,2,Action,Vivendi Games,65,17.95,E10+,7.75,9.05,8,19,5.716666667,2007,0.27,0.02,0,0.02,0.32,6.3,39,1,0,0,0,1,1
133,CrossworDS,DS,1,Puzzle,Deep Silver,67,17.95,E,17.2,17.2,17.2,1,17.2,2007,0.5,0,0,0.04,0.55,6.8,6,0,0,0,1,0,0
134,Crush,PSP,1,Puzzle,Sega,83,16.95,E10+,6.883333333,8.116666667,6.6,6,5.716666667,2007,0.07,0,0,0.01,0.08,9,21,0,0,0,1,0,1
135,Custom Robo Arena,DS,1,Fighting,Nintendo,74,17.95,E10+,24.03333333,35.16666667,20.61666667,6,18.66666667,2006,0.01,0.02,0.12,0,0.16,8.3,27,1,1,0,1,0,1
136,Dance Dance Revolution Universe 2,X360,4,Simulation,Konami Digital Entertainment,65,19.95,E10+,8,8,8,1,8,2007,0.46,0,0,0.04,0.5,7.4,5,1,1,1,0,0,1
137,Dark Sector,PS3,1,Shooter,D3Publisher,72,14.95,M,9.166666667,15.35,8.566666667,52,6.033333333,2008,0.23,0.16,0.01,0.07,0.47,7.6,70,0,1,0,0,1,1
138,Dark Sector,X360,1,Shooter,D3Publisher,72,13.95,M,9.166666667,15.35,8.566666667,52,6.033333333,2008,0.22,0.2,0.01,0.05,0.48,7.5,147,0,1,0,0,1,1
139,Darkstalkers Chronicle: The Chaos Tower,PSP,1,Fighting,Capcom,74,14.95,T,1.633333333,2.4,2,7,1.066666667,2004,0.13,0,0,0.01,0.15,7.9,25,0,1,0,1,0,1
140,Daxter,PSP,1,Platform,Sony Computer Entertainment,85,14.95,E10+,9.066666667,13.98333333,8,37,6.266666667,2006,2.45,1.01,0,0.75,4.21,8.7,109,1,1,0,1,0,1
