,Name,Platform,Max_Players,Genre,Publisher,Review_Score,Used_Price,Age_Rating,Length_Average,Length_Leisure,Length_Median,Length_Polled,Length_Rushed,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Sequel,Online,Licensed,Handheld,Multiplatform,Third_Person
416,Metroid Prime Pinball,DS,1,Misc,Nintendo,79,17.95,E,5.566666667,8.633333333,5,7,3.283333333,2005,0.21,0,0.02,0.02,0.25,7.9,32,1,0,0,1,0,1
417,Midnight Club 3: DUB Edition,PSP,1,Racing,Take-Two Interactive,74,14.95,E10+,39,46.75,48,9,29.25,2005,1.65,1.21,0,0.79,3.65,8.4,31,1,1,1,1,1,1
418,Midnight Club: Los Angeles,PS3,1,Racing,Take-Two Interactive,82,22.95,T,30.66666667,42.06666667,31.03333333,10,21.41666667,2008,1.56,0.53,0.05,0.31,2.45,8.2,100,1,0,1,0,1,1
419,Midnight Club: Los Angeles,X360,1,Racing,Take-Two Interactive,81,22.95,T,30.66666667,42.06666667,31.03333333,10,21.41666667,2008,1.68,0.45,0.01,0.21,2.35,8.5,142,1,1,1,0,1,1
420,Mirror's Edge,PS3,1,Platform,Electronic Arts,79,14.95,T,7.016666667,34.83333333,6.333333333,1100,4.333333333,2008,0.31,0.58,0.02,0.22,1.13,7.8,362,0,0,0,0,1,0
421,Mirror's Edge,X360,1,Platform,Electronic Arts,79,14.95,T,7.016666667,34.83333333,6.333333333,1100,4.333333333,2008,0.51,0.51,0.01,0.13,1.16,7.6,328,0,0,0,0,1,0
422,MLB 08: The Show,PS3,2,Sports,Sony Computer Entertainment,85,12.95,E,10,10,10,1,10,2008,0.64,0,0,0.05,0.7,8.7,76,1,1,1,0,1,1
423,MLB 08: The Show,PSP,1,Sports,Sony Computer Entertainment,83,14.95,E,10,10,10,1,10,2008,0.3,0,0,0.02,0.33,8.4,12,1,0,1,1,1,1
424,Monster House,DS,1,Adventure,THQ,62,14.95,E,6.666666667,6.666666667,6.666666667,1,6.666666667,2006,0.14,0,0,0.01,0.16,5.6,8,0,0,1,1,0,0
425,Monster Hunter Freedom 2,PSP,1,Role-Playing,Capcom,72,12.95,T,136.0166667,277.5666667,68,5,70,2007,0.37,0.27,1.75,0.18,2.57,8.7,83,1,1,0,1,0,1
426,Monster Hunter Freedom,PSP,1,Role-Playing,Capcom,71,12.95,T,279.7333333,445.2,101.1,6,120.2,2006,0.24,0.03,1.03,0.04,1.34,8.6,78,0,1,0,1,0,1
427,Mortal Kombat vs. DC Universe,PS3,2,Fighting,Midway Games,76,24.95,T,4.733333333,7.8,4,24,2.65,2008,1.48,0.28,0,0.23,2,7.1,107,1,1,1,0,1,1
428,Mortal Kombat vs. DC Universe,X360,2,Fighting,Midway Games,72,24.95,T,4.733333333,7.8,4,24,2.65,2008,1.53,0.23,0,0.16,1.93,7.5,87,1,0,1,0,1,1
429,Mortal Kombat: Armageddon,Wii,4,Fighting,Midway Games,71,24.95,M,13.13333333,22.86666667,8.333333333,17,8.366666667,2007,0.19,0.02,0,0.02,0.23,8.4,33,1,0,1,0,1,1
430,Mortal Kombat: Unchained,PSP,2,Fighting,Midway Games,70,17.95,M,13.55,26.98333333,4.366666667,4,4.716666667,2006,0.67,0.01,0,0.06,0.74,8.8,31,0,1,0,1,0,1
431,MotoGP,PSP,1,Racing,Sony Computer Entertainment,69,32.95,E,7.5,7.5,7.5,1,7.5,2006,0.03,0,0,0,0.03,7.1,7,0,0,1,1,1,1
432,MotorStorm,PS3,1,Racing,Sony Computer Entertainment,82,16.95,T,16.9,22.96666667,15,16,12.96666667,2006,1.53,1.6,0.06,0.67,3.87,7.4,220,0,1,0,0,0,1
433,MotorStorm: Pacific Rift,PS3,4,Racing,Sony Computer Entertainment,82,29.95,T,37.5,77.5,32.5,14,22.5,2008,0.43,0.65,0.02,0.25,1.35,8,318,1,1,0,0,0,1
434,Mushroom Men: The Spore Wars,Wii,2,Action,SouthPeak Games,72,17.95,E10+,5.516666667,6.866666667,5.95,5,3.616666667,2008,0.16,0.01,0,0.01,0.18,8.7,33,0,0,0,0,0,1
435,MX vs. ATV Untamed,DS,1,Racing,THQ,61,17.95,E,12,12,12,1,12,2007,0.11,0,0,0.01,0.12,7.3,12,1,0,1,1,1,1
436,MX vs. ATV Untamed,PS3,2,Racing,THQ,67,17.95,E,12,12,12,1,12,2007,0.35,0.06,0,0.05,0.46,6.1,8,1,1,1,0,1,1
437,MX vs. ATV Untamed,PSP,1,Racing,THQ,59,16.95,E,12,12,12,1,12,2008,0.35,0.18,0,0.12,0.65,7.3,12,1,0,1,1,1,1
438,MX vs. ATV Untamed,Wii,1,Racing,THQ,70,24.95,E,12,12,12,1,12,2008,0.28,0.02,0,0.02,0.33,8.3,9,1,0,1,0,1,1
439,MX vs. ATV Untamed,X360,2,Racing,THQ,70,17.95,E,12,12,12,1,12,2007,0.55,0.08,0,0.06,0.68,7.1,17,1,1,1,0,1,1
440,MySims,Wii,1,Simulation,Electronic Arts,68,17.95,E,7.633333333,8.233333333,7.283333333,4,7.233333333,2007,0.9,0.54,0.04,0.17,1.65,7.2,56,0,0,0,0,0,1
441,Myst,DS,1,Adventure,Midway Games,43,24.95,E,7.866666667,12.71666667,7.05,26,5.716666667,2007,0.09,0,0,0.01,0.1,3.5,6,0,0,0,1,0,0
442,Mystery Case Files: MillionHeir,DS,1,Adventure,Nintendo,65,17.95,E,8.033333333,8.8,7.166666667,5,6.8,2008,0.75,0.39,0,0.12,1.27,6.5,0,0,0,0,1,0,0
443,Mystery Dungeon: Shiren the Wanderer,DS,1,Role-Playing,Sega,69,17.95,E,33,38.5,33,2,27.5,2006,0.17,0,0.33,0.02,0.52,8.2,21,0,0,0,1,0,0
444,N+,DS,1,Platform,Atari,82,14.95,E,17.2,18.8,18,5,16.3,2008,0.06,0,0,0,0.07,7.4,20,0,0,0,1,1,1
445,Namco Museum DS,DS,1,Misc,Atari,67,17.95,E,10,10,10,1,10,2007,1.13,0.01,0.06,0.09,1.29,5.9,8,0,0,0,1,1,1
446,Nanostray 2,DS,1,Shooter,Codemasters,75,12.95,E,3,3,3,1,3,2008,0.03,0.01,0,0,0.05,7.8,8,1,0,0,1,0,0
447,Nanostray,DS,1,Shooter,Majesco Entertainment,71,17.95,E,1.433333333,1.733333333,1.2,5,1.233333333,2005,0.05,0,0,0,0.06,7.7,19,0,0,0,1,0,0
448,NBA 06,PSP,1,Sports,Sony Computer Entertainment,72,9.95,E,4,4,4,1,4,2005,0.2,0,0,0.02,0.22,5.4,8,1,1,1,1,1,1
449,NBA 2K7,PS3,7,Sports,Take-Two Interactive,80,7.95,E,8.183333333,8.766666667,8.183333333,2,7.583333333,2006,0.3,0.04,0,0.03,0.37,7.4,8,1,1,1,0,1,0
450,NBA 2K8,PS3,7,Sports,Take-Two Interactive,81,9.95,E,4,4,4,1,4,2007,0.5,0.01,0,0.05,0.55,6.8,19,1,1,1,0,1,1
451,NBA Live 06,PSP,1,Sports,Electronic Arts,80,9.95,E,4,4,4,1,4,2005,0.39,0,0,0.03,0.42,7.6,13,1,1,1,1,1,1
452,NBA Street Homecourt,PS3,4,Sports,Electronic Arts,81,14.95,E,18.31666667,26.5,7.716666667,3,10.11666667,2007,0.12,0.01,0,0.02,0.15,6.5,16,1,0,0,0,1,1
453,NBA Street Homecourt,X360,4,Sports,Electronic Arts,80,7.95,E,18.31666667,26.5,7.716666667,3,10.11666667,2007,0.45,0.01,0,0.04,0.5,8.2,30,1,1,0,0,1,1
454,NCAA Football 08,PS3,2,Sports,Electronic Arts,77,9.95,E,12,12,12,1,12,2007,0.35,0,0,0.03,0.38,7.9,28,1,1,1,0,1,1
455,NCAA Football 08,X360,2,Sports,Electronic Arts,81,9.95,E,12,12,12,1,12,2007,0.65,0,0,0.05,0.7,7.8,44,1,1,1,0,1,1
456,Need for Speed Underground 2,DS,1,Racing,Electronic Arts,65,22.95,E,20.96666667,29.23333333,20,69,17.73333333,2005,0.11,0.02,0,0.01,0.13,7,25,1,0,1,1,1,1
457,Need for Speed: Most Wanted 5-1-0,PSP,1,Racing,Electronic Arts,72,14.95,E10+,11.38333333,12.43333333,10.33333333,3,10.35,2005,1.77,0.12,0.02,0.17,2.07,7.8,54,1,1,0,1,1,1
458,Need for Speed: Most Wanted,DS,1,Racing,Electronic Arts,45,15.95,E,14.6,46.65,12,182,8.366666667,2005,0.24,0.01,0,0.02,0.27,6.1,22,1,0,1,1,1,1
459,Need for Speed: Most Wanted,X360,2,Racing,Electronic Arts,83,17.95,T,14.6,46.65,12,182,8.366666667,2005,1,0.13,0.02,0.1,1.25,8.5,134,1,1,0,0,1,1
460,Need for Speed: Most Wanted,X360,2,Racing,Electronic Arts,83,17.95,T,14.6,46.65,12,182,8.366666667,2005,0.62,0.78,0.01,0.15,1.56,8.5,134,1,1,0,0,1,1
461,Need for Speed: ProStreet,PS3,2,Racing,Electronic Arts,73,16.95,E10+,13.1,18.76666667,12,14,10.26666667,2007,0.73,0.91,0.04,0.36,2.04,6,43,1,1,1,0,1,1
462,Need for Speed: ProStreet,Wii,2,Racing,Electronic Arts,61,16.95,E10+,13.1,18.76666667,12,14,10.26666667,2007,0.53,0.45,0,0.12,1.1,6.9,14,1,0,1,0,1,1
463,Need for Speed: ProStreet,X360,2,Racing,Electronic Arts,72,16.95,E10+,13.1,18.76666667,12,14,10.26666667,2007,1.04,0.79,0.01,0.21,2.05,7.1,78,1,1,1,0,1,1
464,Neopets Puzzle Adventure,DS,1,Puzzle,Capcom,70,17.95,E,3,3,3,1,3,2008,0.26,0,0,0.02,0.29,7,0,0,0,1,1,1,0
465,Neopets Puzzle Adventure,Wii,1,Puzzle,Capcom,52,14.95,E,3,3,3,1,3,2008,0.18,0.02,0,0.02,0.22,7,0,0,0,1,0,1,1
466,Nervous Brickdown,DS,1,Puzzle,Eidos Interactive,70,17.95,E,8,8,8,1,8,2007,0,0.01,0,0,0.02,7.5,11,0,0,0,1,0,0
467,New Super Mario Bros.,DS,1,Platform,Nintendo,89,27.95,E,10.23333333,21.65,9,156,6.05,2006,11.28,9.14,6.5,2.88,29.8,8.5,431,1,0,0,1,1,0
468,NHL 07,PSP,4,Sports,Electronic Arts,76,12.95,E10+,9,9.5,9,2,8.5,2006,0.13,0.02,0,0.02,0.17,6.6,23,1,0,1,1,1,1
469,NHL 08,PS3,7,Action,Electronic Arts,86,9.95,E10+,17.5,18.75,17.5,2,16.25,2007,0.16,0.06,0,0.03,0.25,6.9,23,1,1,1,0,1,1
470,NHL 09,PS3,1,Sports,Electronic Arts,88,19.95,E10+,26.66666667,31.66666667,20,3,21.66666667,2008,0.29,0.02,0,0.03,0.33,7.7,41,1,0,1,0,1,1
471,NiGHTS: Journey of Dreams,Wii,2,Platform,Sega,69,14.95,E,6.683333333,7.083333333,6.616666667,4,6.316666667,2007,0.32,0.02,0.04,0.03,0.41,8.5,55,1,1,0,0,0,1
472,Ninja Gaiden Sigma,PS3,1,Action,Eidos Interactive,88,19.95,M,14.93333333,19.86666667,14.53333333,36,11.33333333,2007,0.57,0.32,0.09,0.16,1.14,7.5,155,0,0,1,0,0,1
473,Ninja Gaiden: Dragon Sword,DS,1,Action,Tecmo Koei,83,12.95,T,5.3,6.566666667,5.383333333,18,3.416666667,2008,0.16,0.01,0.02,0.02,0.21,7.8,36,1,0,0,1,0,1
474,Ninja Reflex,DS,1,Action,Electronic Arts,54,12.95,E10+,3.833333333,3.916666667,3.833333333,2,3.75,2008,0.09,0,0,0.01,0.1,4.2,6,0,0,0,1,1,0
475,Ninja Reflex,Wii,4,Action,Electronic Arts,49,14.95,E10+,3.833333333,3.916666667,3.833333333,2,3.75,2008,0.11,0,0,0.01,0.12,6,11,0,0,0,0,1,0
476,Ninjatown,DS,1,Strategy,SouthPeak Games,80,19.95,E,14.68333333,17.41666667,15,5,11.88333333,2008,0.12,0,0,0.01,0.13,8.3,21,0,0,1,1,0,0
477,Nintendogs,DS,1,Simulation,Nintendo,83,26.95,E,39.38333333,66.83333333,27.98333333,9,22.83333333,2005,9.05,10.95,1.93,2.74,24.67,7.6,51,0,0,0,1,0,1
478,No More Heroes,Wii,1,Action,Rising Star Games,83,17.95,M,14.63333333,35.9,13,80,9.4,2007,0.29,0.17,0.04,0.05,0.55,8.4,259,0,0,0,0,0,1
479,Okami,Wii,1,Action,Capcom,90,17.95,T,44.96666667,73.11666667,41.5,315,29.03333333,2008,0.43,0.09,0.04,0.05,0.6,8.9,236,0,0,0,0,1,1
480,Onechanbara: Bikini Samurai Squad,X360,1,Action,D3Publisher,39,19.95,M,16.98333333,28.26666667,7.833333333,8,8.1,2006,0.11,0.01,0,0.01,0.13,6.4,55,0,0,0,0,0,1
481,Ontamarama,DS,1,Action,Atlus,71,17.95,E,1,1,1,1,1,2007,0.05,0,0,0,0.05,7.1,0,0,0,0,1,0,0
482,Open Season,DS,1,Platform,Ubisoft,72,17.95,E,5.466666667,7.3,3.75,8,3.433333333,2006,0.12,0,0,0.01,0.13,6.2,109,0,0,1,1,1,1
483,Open Season,Wii,4,Platform,Ubisoft,49,17.95,E10+,5.466666667,7.3,3.75,8,3.433333333,2006,0.06,0,0,0.01,0.07,5.6,7,0,0,1,0,1,1
484,Open Season,X360,4,Platform,Ubisoft,59,14.95,E10+,5.466666667,7.3,3.75,8,3.433333333,2006,0.1,0,0,0.01,0.11,7.3,9,0,0,1,0,1,1
485,Orcs & Elves,DS,1,Role-Playing,Electronic Arts,68,14.95,T,4.883333333,5.716666667,5,7,4.333333333,2007,0.05,0,0,0,0.05,7.5,10,0,0,0,1,0,0
486,Order Up!,Wii,1,Misc,Zoo Digital Publishing,76,17.95,E,6.633333333,7.116666667,6,3,6.15,2008,0.19,0.01,0,0.02,0.21,7.2,12,0,0,0,0,0,1
487,OutRun 2006: Coast 2 Coast,PSP,1,Racing,Sega,82,17.95,E,5.183333333,7.116666667,4,6,3.783333333,2006,0.03,0.01,0,0,0.04,8.1,14,1,1,1,1,1,1
488,Over the Hedge,DS,1,Platform,Activision,71,16.95,E,7.216666667,10.78333333,5.933333333,4,4.283333333,2006,0.24,0.01,0,0.02,0.27,6.4,9,0,0,1,1,1,1
489,Overlord,X360,1,Strategy,Codemasters,76,17.95,T,22.1,30.51666667,20,101,14.3,2007,0.34,0.03,0.01,0.03,0.4,8.3,70,0,1,0,0,0,1
490,Overlord: Raising Hell,PS3,2,Action,Codemasters,72,17.95,T,21.98333333,53.61666667,14.5,43,10.56666667,2008,0.07,0.03,0,0.02,0.12,7.7,27,1,1,0,0,0,1
491,Pac-Man World 3,PSP,1,Platform,Namco Bandai Games,61,24.95,E,8,8,8,1,8,2005,0.07,0,0,0.01,0.07,6,4,1,1,0,1,1,1
492,Pac-Man World Rally,PSP,1,Racing,Namco Bandai Games,51,17.95,E,2.75,3.866666667,2.75,2,1.616666667,2006,0.04,0,0,0,0.04,7.9,14,0,0,0,1,1,1
493,Patapon,PSP,1,Misc,Sony Computer Entertainment,86,17.95,E,19.9,35.16666667,16.78333333,38,13.71666667,2008,0.33,0.25,0.07,0.16,0.81,8.7,102,0,0,0,1,0,1
494,Perfect Dark Zero,X360,4,Shooter,Microsoft Game Studios,79,17.95,M,9.3,20.68333333,8,33,6.316666667,2005,0.66,0.02,0.03,0.06,0.77,7.3,229,1,1,0,0,0,0
495,Phantasy Star Universe,X360,1,Role-Playing,Sega,64,24.95,T,35.13333333,47.01666667,28.93333333,13,25.01666667,2006,0.09,0.01,0,0.01,0.12,7.4,42,1,1,0,0,1,1
496,Phoenix Wright: Ace Attorney - Justice for All,DS,1,Adventure,Capcom,76,13.95,T,18.83333333,30.76666667,18.3,136,13.28333333,2006,0.21,0.04,0.26,0.03,0.53,8.5,199,1,0,0,1,0,0
497,Phoenix Wright: Ace Attorney,DS,1,Adventure,Capcom,81,24.95,T,19.68333333,32.18333333,19.05,240,12.18333333,2005,0.44,0.05,0.39,0.05,0.92,9.2,203,0,0,0,1,0,0
498,Picross DS,DS,1,Puzzle,Nintendo,83,17.95,E,62.43333333,138.2833333,50.68333333,18,38.28333333,2007,0.17,0.02,0.3,0.02,0.5,8.7,36,0,1,0,1,0,0
499,Pinball Hall of Fame: The Williams Collection,PSP,4,Misc,System 3 Arcade Software,78,17.95,E10+,29.25,39.18333333,27.5,4,20.18333333,2008,0.09,0.01,0,0.01,0.11,6.7,7,1,1,1,1,1,0
500,Pinball Hall of Fame: The Williams Collection,Wii,1,Misc,System 3 Arcade Software,82,17.95,E10+,29.25,39.18333333,27.5,4,20.18333333,2008,0.41,0.03,0,0.04,0.47,8.8,36,0,0,1,0,1,0
501,Pirates of the Caribbean: Dead Man's Chest,DS,1,Adventure,Disney Interactive Studios,63,11.95,T,2.683333333,3.166666667,2.5,4,2.283333333,2006,0.23,0.01,0,0.02,0.26,8.6,7,1,0,1,1,1,1
502,Pirates of the Caribbean: Dead Man's Chest,PSP,1,Adventure,Disney Interactive Studios,52,14.95,T,2.683333333,3.166666667,2.5,4,2.283333333,2006,0.25,0,0,0.02,0.28,8,17,1,1,1,1,1,1
503,Planet Puzzle League,DS,1,Puzzle,Nintendo,86,17.95,E,0.316666667,0.316666667,0.316666667,1,0.316666667,2007,0.14,0.01,0.16,0.01,0.33,8.2,15,0,1,0,1,0,1
504,Platypus,PSP,2,Shooter,Funsta,59,14.95,E,1.433333333,1.666666667,1.25,3,1.2,2006,0.02,0,0,0,0.02,5.8,4,0,1,0,1,0,1
505,Polarium,DS,1,Puzzle,Nintendo,73,8.95,E,6.733333333,9.183333333,6,5,5.266666667,2004,0.13,0.01,0.11,0.01,0.26,8.4,17,0,0,1,1,0,0
506,Power Stone Collection,PSP,1,Action,Capcom,74,14.95,T,8.366666667,8.366666667,8.366666667,1,8.366666667,2006,0.08,0,0,0.01,0.1,6.8,6,0,1,0,1,0,1
507,Prey,X360,1,Shooter,Take-Two Interactive,79,14.95,M,8.35,16.8,8,135,6.266666667,2006,0.27,0.03,0,0.03,0.32,7.3,117,0,1,0,0,0,0
508,Prince of Persia,PS3,1,Action,Ubisoft,85,17.95,T,13.91666667,29.71666667,13,240,10.31666667,2008,0.47,0.4,0.03,0.17,1.07,7.3,245,1,0,0,0,1,1
509,Prince of Persia,X360,1,Action,Ubisoft,81,16.95,T,13.91666667,29.71666667,13,240,10.31666667,2008,0.54,0.34,0.02,0.1,1.01,7,189,1,0,0,0,1,1
510,Pro Evolution Soccer 2008,PS3,7,Sports,Konami Digital Entertainment,74,17.95,E,63.8,76.65,70,3,50.95,2007,0.04,1.1,0.32,0.13,1.59,6.1,47,1,1,0,0,1,1
511,Pro Evolution Soccer 2008,Wii,2,Sports,Konami Digital Entertainment,83,17.95,E,63.8,76.65,70,3,50.95,2008,0.09,0.84,0.11,0.15,1.19,8.4,43,1,0,0,0,1,1
512,Pro Evolution Soccer 2008,X360,4,Sports,Konami Digital Entertainment,76,14.95,E,63.8,76.65,70,3,50.95,2007,0.08,0.9,0.04,0.05,1.07,7.8,36,1,1,0,0,1,1
513,Professor Layton and the Curious Village,DS,1,Puzzle,Nintendo,85,23.95,E,14.41666667,37.06666667,13.88333333,225,9.166666667,2007,1.21,2.43,1.03,0.52,5.19,8.6,147,0,0,0,1,0,1
514,Project Sylpheed: Arc of Deception,X360,1,Shooter,Microsoft Game Studios,64,14.95,T,7.65,15.11666667,4.833333333,10,4.916666667,2006,0.12,0.01,0.02,0.01,0.15,8.6,24,0,0,0,0,0,1
515,Pure,PS3,1,Racing,Disney Interactive Studios,83,17.95,E,13.66666667,19.16666667,13,13,10.03333333,2008,0.42,0.33,0,0.14,0.89,7.8,30,0,1,0,0,1,1
516,Pure,X360,1,Racing,Disney Interactive Studios,85,12.95,E,13.66666667,19.16666667,13,13,10.03333333,2008,1.38,0.84,0,0.25,2.47,7.7,83,0,1,0,0,1,1
517,Pursuit Force,PSP,1,Racing,Sony Computer Entertainment,75,14.95,T,9.833333333,10.95,10,6,8.95,2005,0.14,0.01,0,0.01,0.16,7.8,26,0,0,0,1,0,1
518,Pursuit Force: Extreme Justice,PSP,1,Action,Sony Computer Entertainment,73,14.95,T,8.5,10.11666667,8,7,5.116666667,2007,0.07,0.06,0,0.03,0.17,7.6,11,1,0,0,1,0,1
519,Puzzle Quest: Challenge of the Warlords,DS,1,Puzzle,D3Publisher,82,17.95,E10+,41.16666667,59.78333333,40,58,27.78333333,2007,0.28,0,0.03,0.02,0.34,8.7,32,0,0,0,1,1,0
520,Puzzle Quest: Challenge of the Warlords,PSP,1,Puzzle,D3Publisher,84,17.95,E10+,41.16666667,59.78333333,40,58,27.78333333,2007,0.01,0,0,0,0.02,8,19,0,1,0,1,1,0
521,Quake 4,X360,1,Shooter,Activision,75,14.95,M,9.133333333,15.96666667,8.45,110,6.383333333,2005,0.32,0.02,0,0.03,0.37,6.7,80,1,1,0,0,0,0
522,R-Type Command,PSP,1,Strategy,Rising Star Games,69,14.95,E10+,31.9,35.66666667,31.9,2,28.13333333,2007,0.05,0,0.01,0.01,0.07,6.5,6,1,0,0,1,0,0
523,Raiden IV,X360,2,Shooter,Moss,63,32.95,E10+,0.833333333,0.866666667,0.833333333,2,0.783333333,2008,0.1,0,0.01,0.01,0.12,7.8,10,1,0,0,0,0,0
524,Rampage: Total Destruction,Wii,4,Action,Midway Games,46,16.95,E10+,5,5,5,1,5,2006,0.19,0.01,0,0.02,0.21,5.6,19,1,0,0,0,1,1
525,Ratatouille,PS3,1,Action,THQ,55,17.95,E,13.2,19.8,12.5,6,7.666666667,2007,0.09,0.32,0,0.1,0.51,4.8,4,0,0,1,0,1,1
526,Ratatouille,Wii,1,Action,THQ,62,19.95,E,13.2,19.8,12.5,6,7.666666667,2007,0.43,0.03,0,0.04,0.5,6.7,12,0,0,1,0,1,1
527,Ratatouille,X360,4,Action,THQ,56,16.95,E,13.2,19.8,12.5,6,7.666666667,2007,0.23,0.02,0,0.02,0.27,7.5,8,0,0,1,0,1,1
528,Ratchet & Clank Future: Tools of Destruction,PS3,1,Platform,Sony Computer Entertainment,89,22.95,E10+,16.86666667,32.71666667,14,113,11.46666667,2007,0.93,1.1,0.08,0.45,2.56,8.6,512,1,0,0,0,0,1
529,Ratchet & Clank: Size Matters,PSP,1,Platform,Sony Computer Entertainment,85,14.95,E10+,8.016666667,14.8,7.116666667,49,6.016666667,2007,1.4,1.39,0.1,0.86,3.74,7.9,196,1,1,0,1,1,1
530,Rayman Raving Rabbids 2,Wii,4,Misc,Ubisoft,67,17.95,E10+,7.333333333,9.083333333,5,3,5.583333333,2007,0.82,0.82,0,0.2,1.83,8.3,66,1,0,0,0,1,1
531,Rayman Raving Rabbids,DS,1,Misc,Ubisoft,56,17.95,E,6.7,8.216666667,6.183333333,27,5.133333333,2007,0.13,0.01,0,0.01,0.14,6.1,8,0,0,0,1,1,1
532,Rayman Raving Rabbids,Wii,4,Misc,Ubisoft,76,17.95,E,6.7,8.216666667,6.183333333,27,5.133333333,2006,1.22,0.06,0.02,0.11,1.42,7.9,116,0,0,0,0,1,1
533,Rayman Raving Rabbids,X360,4,Misc,Ubisoft,67,16.95,E,6.7,8.216666667,6.183333333,27,5.133333333,2007,0.18,0.01,0,0.02,0.21,7.3,19,1,0,0,0,1,1
534,Red Steel,Wii,4,Shooter,Ubisoft,63,14.95,T,8.6,9.966666667,8.25,12,7.366666667,2006,0.54,0.03,0.04,0.05,0.67,6.8,121,0,0,0,0,0,0
535,Rengoku: The Tower of Purgatory,PSP,1,Action,Konami Digital Entertainment,43,12.95,M,4.716666667,5.083333333,4.716666667,2,4.35,2005,0.1,0,0,0.01,0.11,5.6,22,0,1,0,1,0,1
536,Resident Evil 4,Wii,1,Action,Capcom,91,16.95,M,18.76666667,49.06666667,17.5,670,11.06666667,2007,1.32,0.56,0.14,0.2,2.22,9.1,2128,1,0,0,0,0,1
537,Resident Evil: Deadly Silence,DS,1,Action,Capcom,71,17.95,M,6.9,9.766666667,6.166666667,18,4.883333333,2006,0.11,0.02,0.11,0.01,0.26,8.4,36,0,0,0,1,0,1
538,Resident Evil: The Umbrella Chronicles,Wii,2,Action,Capcom,75,19.95,M,11.7,25.16666667,9,55,7.15,2007,0.67,0.43,0.29,0.14,1.52,7.6,122,1,0,0,0,0,0
539,Resistance 2,PS3,2,Shooter,Sony Computer Entertainment,87,24.95,M,10.58333333,20.13333333,10,131,8.266666667,2008,1.15,0.84,0.1,0.38,2.46,6.1,1889,1,1,0,0,0,0
540,Resistance: Fall of Man,PS3,4,Shooter,Sony Computer Entertainment,86,19.95,M,12.2,18.71666667,12,138,9.05,2006,1.74,1.72,0.14,0.75,4.34,8.1,715,0,1,0,0,0,0
541,Retro Game Challenge,DS,1,Action,Namco Bandai Games,77,17.95,E,11.71666667,15.5,10.33333333,14,9.2,2007,0,0,0.11,0,0.11,7.3,15,0,0,1,1,0,1
542,Rhapsody: A Musical Adventure,DS,1,Role-Playing,Nippon Ichi Software,67,12.95,E,10.66666667,15.16666667,10,31,8.533333333,2008,0.05,0,0,0,0.05,6.8,12,0,0,0,1,0,0
543,Rhythm Heaven,DS,1,Misc,Nintendo,83,24.95,E,9.116666667,16.93333333,8.666666667,27,5.683333333,2008,0.55,0.5,1.93,0.13,3.11,9,63,0,0,0,1,0,1
544,Ridge Racer 6,X360,2,Racing,Namco Bandai Games,74,14.95,E,8,8,8,1,8,2005,0.1,0.02,0.07,0.01,0.2,7.1,28,1,1,0,0,0,1
545,Ridge Racer 7,PS3,2,Racing,Namco Bandai Games,78,19.95,E,21.25,33.43333333,12.5,4,13.43333333,2006,0.24,0.7,0.16,0.26,1.36,7.1,52,1,1,0,0,0,1
546,Ridge Racer DS,DS,1,Racing,Namco Bandai Games,63,9.95,E,2.233333333,2.233333333,2.233333333,1,2.233333333,2004,0.14,0,0,0.01,0.15,6.7,7,1,0,1,1,1,1
547,Ridge Racer,PSP,1,Racing,Sony Computer Entertainment,88,19.95,E,0.816666667,1.05,0.883333333,6,0.583333333,2004,0.36,0.44,0.32,0.27,1.4,8.2,65,1,1,0,1,1,1
548,Riviera: The Promised Land,PSP,1,Role-Playing,505 Games,68,17.95,T,24.31666667,28.3,24.26666667,28,21.06666667,2006,0.07,0,0.02,0.01,0.09,7.7,17,0,0,0,1,0,0
549,Rock Band 2,PS3,1,Misc,MTV Games,91,24.95,T,62.55,418.75,12.5,27,20.75,2008,1.13,0.2,0,0.16,1.49,7.9,88,1,0,0,0,1,1
